protein_id,length,n_windows,last_window_start,residues_lost_by_truncation,source
XP_015615433.1,1193,2,171,171,proteome
XP_015618071.1,1193,2,171,171,proteome
XP_015620661.1,1193,2,171,171,proteome
XP_015633378.1,1193,2,171,171,proteome
XP_015650294.1,1193,2,171,171,proteome
XP_025881353.1,1193,2,171,171,proteome
XP_015621535.1,1192,2,170,170,proteome
XP_015631926.1,1192,2,170,170,proteome
XP_015615436.1,1190,2,168,168,proteome
XP_015626421.1,1190,2,168,168,proteome
XP_015631227.1,1190,2,168,168,proteome
XP_015636122.1,1189,2,167,167,proteome
XP_025882043.1,1189,2,167,167,proteome
XP_015642898.1,1188,2,166,166,proteome
XP_025882044.1,1188,2,166,166,proteome
XP_015614148.1,1187,2,165,165,proteome
XP_015621784.1,1187,2,165,165,proteome
XP_015631439.1,1187,2,165,165,proteome
XP_015636209.1,1187,2,165,165,proteome
XP_015650295.1,1187,2,165,165,proteome
XP_015614149.1,1186,2,164,164,proteome
XP_015625866.1,1186,2,164,164,proteome
XP_015646599.1,1186,2,164,164,proteome
XP_015625867.1,1185,2,163,163,proteome
XP_015626044.1,1185,2,163,163,proteome
XP_015626048.1,1185,2,163,163,proteome
XP_015627621.1,1185,2,163,163,proteome
XP_025876223.1,1185,2,163,163,proteome
XP_025879170.1,1185,2,163,163,proteome
XP_025879171.1,1185,2,163,163,proteome
XP_025879172.1,1185,2,163,163,proteome
XP_015619903.1,1184,2,162,162,proteome
XP_015641697.1,1184,2,162,162,proteome
XP_015643335.1,1184,2,162,162,proteome
XP_015647247.1,1184,2,162,162,proteome
XP_015650708.1,1184,2,162,162,proteome
XP_025876224.1,1184,2,162,162,proteome
XP_015619905.1,1183,2,161,161,proteome
XP_015621669.1,1183,2,161,161,proteome
XP_015624482.1,1183,2,161,161,proteome
XP_015631927.1,1183,2,161,161,proteome
XP_015634951.1,1183,2,161,161,proteome
XP_015641766.1,1183,2,161,161,proteome
XP_025875769.1,1183,2,161,161,proteome
XP_015628878.1,1182,2,160,160,proteome
XP_025878856.1,1182,2,160,160,proteome
XP_025880999.1,1182,2,160,160,proteome
XP_015619661.1,1181,2,159,159,proteome
XP_015625356.1,1181,2,159,159,proteome
XP_015631639.1,1181,2,159,159,proteome
XP_015626267.2,1180,2,158,158,proteome
XP_015632337.1,1180,2,158,158,proteome
XP_015625868.1,1179,2,157,157,proteome
XP_015644160.1,1179,2,157,157,proteome
XP_015644161.1,1179,2,157,157,proteome
XP_015644162.1,1179,2,157,157,proteome
XP_015644164.1,1179,2,157,157,proteome
XP_015644165.1,1179,2,157,157,proteome
XP_015644166.1,1179,2,157,157,proteome
XP_015644167.1,1179,2,157,157,proteome
XP_015644168.1,1179,2,157,157,proteome
XP_015619663.1,1178,2,156,156,proteome
XP_015625880.1,1178,2,156,156,proteome
XP_015625565.1,1177,2,155,155,proteome
XP_015644449.1,1177,2,155,155,proteome
XP_025882273.1,1177,2,155,155,proteome
XP_025882274.1,1177,2,155,155,proteome
XP_025882275.1,1177,2,155,155,proteome
XP_015631251.1,1176,2,154,154,proteome
XP_015647059.1,1176,2,154,154,proteome
XP_015614352.2,1175,2,153,153,proteome
XP_015620890.1,1175,2,153,153,proteome
XP_015621654.1,1175,2,153,153,proteome
XP_015639250.1,1175,2,153,153,proteome
XP_015611572.1,1174,2,152,152,proteome
XP_015614312.1,1174,2,152,152,proteome
XP_015618517.1,1174,2,152,152,proteome
XP_015618518.1,1174,2,152,152,proteome
XP_015619907.1,1174,2,152,152,proteome
XP_015633861.1,1174,2,152,152,proteome
XP_025882975.1,1174,2,152,152,proteome
XP_015646956.1,1173,2,151,151,proteome
XP_015611104.1,1172,2,150,150,proteome
XP_015617454.1,1172,2,150,150,proteome
XP_015631281.1,1172,2,150,150,proteome
XP_015643842.1,1172,2,150,150,proteome
XP_015646600.1,1172,2,150,150,proteome
XP_015631282.1,1171,2,149,149,proteome
XP_015637016.1,1171,2,149,149,proteome
XP_015620288.1,1170,2,148,148,proteome
XP_015631509.1,1170,2,148,148,proteome
XP_015633379.1,1170,2,148,148,proteome
XP_015643356.1,1170,2,148,148,proteome
XP_015643357.1,1170,2,148,148,proteome
XP_025882741.1,1169,2,147,147,proteome
XP_015620702.1,1168,2,146,146,proteome
XP_015623226.1,1168,2,146,146,proteome
XP_025879182.1,1168,2,146,146,proteome
XP_015623793.1,1167,2,145,145,proteome
XP_015631928.1,1167,2,145,145,proteome
XP_015635738.1,1167,2,145,145,proteome
XP_015647248.1,1167,2,145,145,proteome
XP_025879183.1,1167,2,145,145,proteome
XP_015614112.1,1166,2,144,144,proteome
XP_015647061.1,1166,2,144,144,proteome
XP_015611231.2,1165,2,143,143,proteome
XP_015619228.1,1165,2,143,143,proteome
XP_015647249.1,1165,2,143,143,proteome
XP_015647400.1,1165,2,143,143,proteome
XP_015647401.1,1165,2,143,143,proteome
XP_015615092.1,1164,2,142,142,proteome
XP_015627119.1,1164,2,142,142,proteome
XP_015650728.1,1164,2,142,142,proteome
XP_015624321.1,1163,2,141,141,proteome
XP_015624357.1,1163,2,141,141,proteome
XP_015614150.1,1162,2,140,140,proteome
XP_015647420.1,1162,2,140,140,proteome
XP_015643493.1,1161,2,139,139,proteome
XP_015647029.1,1161,2,139,139,proteome
XP_015647035.1,1161,2,139,139,proteome
XP_015618952.1,1160,2,138,138,proteome
XP_015626357.1,1160,2,138,138,proteome
XP_015649578.1,1160,2,138,138,proteome
XP_015649583.1,1160,2,138,138,proteome
XP_015649590.1,1160,2,138,138,proteome
XP_015649597.1,1160,2,138,138,proteome
XP_015649603.1,1160,2,138,138,proteome
XP_015650540.1,1160,2,138,138,proteome
XP_025881444.1,1160,2,138,138,proteome
XP_015619917.1,1159,2,137,137,proteome
XP_015639381.1,1158,2,136,136,proteome
XP_015644367.1,1158,2,136,136,proteome
XP_025879733.1,1158,2,136,136,proteome
XP_015632605.1,1157,2,135,135,proteome
XP_015632606.1,1157,2,135,135,proteome
XP_015644368.1,1157,2,135,135,proteome
XP_015633740.2,1156,2,134,134,proteome
XP_015644369.1,1156,2,134,134,proteome
XP_015647062.1,1156,2,134,134,proteome
XP_015619906.1,1155,2,133,133,proteome
XP_015625722.1,1155,2,133,133,proteome
XP_015632810.1,1155,2,133,133,proteome
XP_025876374.1,1155,2,133,133,proteome
XP_015622129.1,1154,2,132,132,proteome
XP_015622131.1,1154,2,132,132,proteome
XP_015625503.1,1154,2,132,132,proteome
XP_015626656.1,1154,2,132,132,proteome
XP_015626657.1,1154,2,132,132,proteome
XP_015626658.1,1154,2,132,132,proteome
XP_015635861.1,1154,2,132,132,proteome
XP_015636213.1,1154,2,132,132,proteome
XP_025876047.1,1154,2,132,132,proteome
XP_015617264.1,1153,2,131,131,proteome
XP_015621470.1,1153,2,131,131,proteome
XP_015628809.2,1153,2,131,131,proteome
XP_015640727.1,1153,2,131,131,proteome
XP_015642941.1,1153,2,131,131,proteome
XP_015642942.1,1153,2,131,131,proteome
XP_015642943.1,1153,2,131,131,proteome
XP_015642945.1,1153,2,131,131,proteome
XP_015642946.1,1153,2,131,131,proteome
XP_015642947.1,1153,2,131,131,proteome
XP_015642509.1,1152,2,130,130,proteome
XP_025882278.1,1152,2,130,130,proteome
XP_015614451.1,1151,2,129,129,proteome
XP_015641591.1,1151,2,129,129,proteome
XP_015630592.1,1150,2,128,128,proteome
XP_025880886.1,1150,2,128,128,proteome
XP_015614113.1,1149,2,127,127,proteome
XP_015632902.1,1149,2,127,127,proteome
XP_015619351.1,1148,2,126,126,proteome
XP_015624609.1,1148,2,126,126,proteome
XP_025877567.1,1148,2,126,126,proteome
XP_015622260.1,1147,2,125,125,proteome
XP_015622261.1,1147,2,125,125,proteome
XP_015633540.1,1147,2,125,125,proteome
XP_015646460.1,1147,2,125,125,proteome
XP_015649263.1,1147,2,125,125,proteome
XP_025883112.1,1147,2,125,125,proteome
XP_015618850.1,1146,2,124,124,proteome
XP_015635696.1,1146,2,124,124,proteome
XP_015622262.1,1144,2,122,122,proteome
XP_015627442.1,1144,2,122,122,proteome
XP_015639842.1,1144,2,122,122,proteome
XP_015639843.1,1144,2,122,122,proteome
XP_015627622.1,1143,2,121,121,proteome
XP_015631969.1,1143,2,121,121,proteome
XP_015639569.1,1143,2,121,121,proteome
XP_015619692.1,1142,2,120,120,proteome
XP_015627049.1,1142,2,120,120,proteome
XP_015647073.1,1142,2,120,120,proteome
XP_015618229.1,1141,2,119,119,proteome
XP_025876358.1,1141,2,119,119,proteome
XP_015610848.2,1140,2,118,118,proteome
XP_015626597.1,1140,2,118,118,proteome
XP_015649921.1,1140,2,118,118,proteome
XP_015641486.1,1139,2,117,117,proteome
XP_015610850.2,1138,2,116,116,proteome
XP_025879367.1,1138,2,116,116,proteome
XP_015612015.1,1137,2,115,115,proteome
XP_015616242.1,1137,2,115,115,proteome
XP_015630523.1,1137,2,115,115,proteome
XP_015642375.1,1137,2,115,115,proteome
XP_015642510.1,1137,2,115,115,proteome
XP_025876538.1,1137,2,115,115,proteome
XP_025882217.1,1137,2,115,115,proteome
XP_015611919.1,1136,2,114,114,proteome
XP_015629622.1,1136,2,114,114,proteome
XP_015636014.1,1136,2,114,114,proteome
XP_015636015.1,1136,2,114,114,proteome
XP_015636884.1,1136,2,114,114,proteome
XP_015639260.1,1136,2,114,114,proteome
XP_015639261.1,1136,2,114,114,proteome
XP_015640399.1,1136,2,114,114,proteome
XP_025878872.1,1136,2,114,114,proteome
XP_025878741.1,1135,2,113,113,proteome
XP_025879272.1,1135,2,113,113,proteome
XP_025879851.1,1135,2,113,113,proteome
XP_015614501.1,1134,2,112,112,proteome
XP_015615734.1,1134,2,112,112,proteome
XP_015619670.1,1134,2,112,112,proteome
XP_015633381.1,1134,2,112,112,proteome
XP_015639346.1,1134,2,112,112,proteome
XP_015639347.1,1134,2,112,112,proteome
XP_015639348.1,1134,2,112,112,proteome
XP_015639349.1,1134,2,112,112,proteome
XP_015639350.1,1134,2,112,112,proteome
XP_015639351.1,1134,2,112,112,proteome
XP_015640238.1,1134,2,112,112,proteome
XP_025877300.1,1134,2,112,112,proteome
XP_025881603.1,1134,2,112,112,proteome
XP_015631118.1,1133,2,111,111,proteome
XP_015631120.1,1133,2,111,111,proteome
XP_015635759.1,1133,2,111,111,proteome
XP_015635835.1,1133,2,111,111,proteome
XP_015611700.1,1132,2,110,110,proteome
XP_015626258.1,1132,2,110,110,proteome
XP_015634613.1,1132,2,110,110,proteome
XP_015636674.1,1132,2,110,110,proteome
XP_015611583.1,1131,2,109,109,proteome
XP_015617462.1,1131,2,109,109,proteome
XP_015650286.1,1131,2,109,109,proteome
XP_025882297.1,1131,2,109,109,proteome
XP_015612899.1,1130,2,108,108,proteome
XP_015617333.1,1130,2,108,108,proteome
XP_025882757.1,1130,2,108,108,proteome
XP_015611708.1,1129,2,107,107,proteome
XP_015617818.1,1129,2,107,107,proteome
XP_015620371.1,1129,2,107,107,proteome
XP_015620500.1,1129,2,107,107,proteome
XP_015620501.1,1129,2,107,107,proteome
XP_015620502.1,1129,2,107,107,proteome
XP_015620503.1,1129,2,107,107,proteome
XP_015620505.1,1129,2,107,107,proteome
XP_015620506.1,1129,2,107,107,proteome
XP_015620507.1,1129,2,107,107,proteome
XP_015620508.1,1129,2,107,107,proteome
XP_015620510.1,1129,2,107,107,proteome
XP_015620511.1,1129,2,107,107,proteome
XP_015620512.1,1129,2,107,107,proteome
XP_015620513.1,1129,2,107,107,proteome
XP_015620516.1,1129,2,107,107,proteome
XP_015620517.1,1129,2,107,107,proteome
XP_015620518.1,1129,2,107,107,proteome
XP_015620519.1,1129,2,107,107,proteome
XP_015620520.1,1129,2,107,107,proteome
XP_015620521.1,1129,2,107,107,proteome
XP_015631781.1,1129,2,107,107,proteome
XP_015644057.1,1129,2,107,107,proteome
XP_025877848.1,1129,2,107,107,proteome
XP_025877849.1,1129,2,107,107,proteome
XP_025877850.1,1129,2,107,107,proteome
XP_025877852.1,1129,2,107,107,proteome
XP_015625095.1,1128,2,106,106,proteome
XP_015627072.2,1128,2,106,106,proteome
XP_015630340.1,1128,2,106,106,proteome
XP_015630341.1,1128,2,106,106,proteome
XP_015635652.1,1128,2,106,106,proteome
XP_015640100.1,1128,2,106,106,proteome
XP_015642844.1,1128,2,106,106,proteome
XP_025882113.1,1128,2,106,106,proteome
XP_015612810.1,1127,2,105,105,proteome
XP_015614304.1,1127,2,105,105,proteome
XP_015622123.1,1127,2,105,105,proteome
XP_015631121.1,1127,2,105,105,proteome
XP_015646666.1,1127,2,105,105,proteome
XP_025876766.1,1127,2,105,105,proteome
XP_025876767.1,1127,2,105,105,proteome
XP_015622671.1,1126,2,104,104,proteome
XP_015622672.1,1126,2,104,104,proteome
XP_015622677.1,1126,2,104,104,proteome
XP_015642370.1,1126,2,104,104,proteome
XP_025879162.1,1126,2,104,104,proteome
XP_025879163.1,1126,2,104,104,proteome
XP_025879164.1,1126,2,104,104,proteome
XP_025879166.1,1126,2,104,104,proteome
XP_025879167.1,1126,2,104,104,proteome
XP_025879168.1,1126,2,104,104,proteome
XP_015612559.1,1125,2,103,103,proteome
XP_015616379.2,1125,2,103,103,proteome
XP_015620100.1,1125,2,103,103,proteome
XP_015622678.1,1125,2,103,103,proteome
XP_015643387.1,1125,2,103,103,proteome
XP_025877115.1,1125,2,103,103,proteome
XP_025879169.1,1125,2,103,103,proteome
XP_015620101.1,1124,2,102,102,proteome
XP_015620102.1,1124,2,102,102,proteome
XP_015624438.1,1124,2,102,102,proteome
XP_015627510.1,1124,2,102,102,proteome
XP_015640706.1,1124,2,102,102,proteome
XP_015642202.1,1124,2,102,102,proteome
XP_015642254.2,1124,2,102,102,proteome
XP_015619919.1,1123,2,101,101,proteome
XP_015620103.1,1123,2,101,101,proteome
XP_015634296.1,1123,2,101,101,proteome
XP_015647231.1,1123,2,101,101,proteome
XP_025877752.1,1123,2,101,101,proteome
XP_025878726.1,1123,2,101,101,proteome
XP_015615753.1,1122,2,100,100,proteome
XP_015615755.1,1122,2,100,100,proteome
XP_015647981.1,1122,2,100,100,proteome
XP_025880887.1,1122,2,100,100,proteome
XP_015616219.1,1121,2,99,99,proteome
XP_015620201.1,1121,2,99,99,proteome
XP_015620202.1,1121,2,99,99,proteome
XP_015621030.1,1121,2,99,99,proteome
XP_015636088.1,1121,2,99,99,proteome
XP_015631246.1,1120,2,98,98,proteome
XP_015651487.1,1120,2,98,98,proteome
XP_025879134.1,1120,2,98,98,proteome
XP_015612811.1,1119,2,97,97,proteome
XP_015626002.1,1119,2,97,97,proteome
XP_015636407.1,1119,2,97,97,proteome
XP_015647293.1,1119,2,97,97,proteome
XP_025880601.1,1119,2,97,97,proteome
XP_015617843.1,1118,2,96,96,proteome
XP_015636291.1,1118,2,96,96,proteome
XP_015647294.1,1118,2,96,96,proteome
XP_015617197.1,1117,2,95,95,proteome
XP_015620054.1,1117,2,95,95,proteome
XP_015643844.1,1117,2,95,95,proteome
XP_015647739.1,1117,2,95,95,proteome
XP_025877599.1,1117,2,95,95,proteome
XP_015617198.1,1116,2,94,94,proteome
XP_015631410.1,1116,2,94,94,proteome
XP_015639833.1,1116,2,94,94,proteome
XP_015640274.1,1116,2,94,94,proteome
XP_015649755.1,1116,2,94,94,proteome
XP_015626755.1,1115,2,93,93,proteome
XP_015630342.1,1115,2,93,93,proteome
XP_015651419.1,1115,2,93,93,proteome
XP_015620690.1,1114,2,92,92,proteome
XP_015623659.1,1114,2,92,92,proteome
XP_015632399.1,1114,2,92,92,proteome
XP_015617826.1,1113,2,91,91,proteome
XP_015615537.1,1112,2,90,90,proteome
XP_015631771.1,1112,2,90,90,proteome
XP_015643010.1,1112,2,90,90,proteome
XP_015648066.1,1112,2,90,90,proteome
XP_015615796.1,1111,2,89,89,proteome
XP_015623704.1,1111,2,89,89,proteome
XP_015626059.1,1111,2,89,89,proteome
XP_015633382.1,1111,2,89,89,proteome
XP_015642033.1,1111,2,89,89,proteome
XP_015642847.1,1111,2,89,89,proteome
XP_025881409.1,1111,2,89,89,proteome
XP_015612854.1,1110,2,88,88,proteome
XP_015615048.1,1110,2,88,88,proteome
XP_015620283.1,1110,2,88,88,proteome
XP_015626110.1,1110,2,88,88,proteome
XP_015628111.2,1110,2,88,88,proteome
XP_015631365.1,1110,2,88,88,proteome
XP_015636675.1,1110,2,88,88,proteome
XP_015651137.1,1110,2,88,88,proteome
XP_015645044.1,1109,2,87,87,proteome
XP_025877099.1,1109,2,87,87,proteome
XP_025882529.1,1109,2,87,87,proteome
XP_015632758.1,1108,2,86,86,proteome
XP_015615561.1,1107,2,85,85,proteome
XP_015621490.1,1107,2,85,85,proteome
XP_015631759.1,1107,2,85,85,proteome
XP_015650711.1,1107,2,85,85,proteome
XP_015615242.1,1106,2,84,84,proteome
XP_015617395.2,1106,2,84,84,proteome
XP_015624473.1,1106,2,84,84,proteome
XP_015647633.1,1106,2,84,84,proteome
XP_015615089.1,1105,2,83,83,proteome
XP_015615675.1,1105,2,83,83,proteome
XP_015617044.1,1105,2,83,83,proteome
XP_015617369.1,1105,2,83,83,proteome
XP_015617674.1,1105,2,83,83,proteome
XP_015627028.1,1105,2,83,83,proteome
XP_025881390.1,1105,2,83,83,proteome
XP_015617373.1,1104,2,82,82,proteome
XP_015631760.1,1104,2,82,82,proteome
XP_015631761.1,1104,2,82,82,proteome
XP_015644140.1,1104,2,82,82,proteome
XP_015648437.1,1104,2,82,82,proteome
XP_025876031.1,1104,2,82,82,proteome
XP_025883057.1,1104,2,82,82,proteome
XP_015617784.2,1103,2,81,81,proteome
XP_015615405.1,1102,2,80,80,proteome
XP_015647985.2,1102,2,80,80,proteome
XP_015615090.1,1101,2,79,79,proteome
XP_015615300.1,1101,2,79,79,proteome
XP_015616322.1,1101,2,79,79,proteome
XP_015617844.1,1101,2,79,79,proteome
XP_015621218.1,1101,2,79,79,proteome
XP_015635927.1,1101,2,79,79,proteome
XP_015636292.1,1101,2,79,79,proteome
XP_015639812.1,1101,2,79,79,proteome
XP_015641844.1,1101,2,79,79,proteome
XP_015646461.1,1101,2,79,79,proteome
XP_025881902.1,1101,2,79,79,proteome
XP_015632811.1,1100,2,78,78,proteome
XP_015646462.1,1100,2,78,78,proteome
XP_015650296.1,1100,2,78,78,proteome
XP_015627166.1,1099,2,77,77,proteome
XP_015636780.1,1099,2,77,77,proteome
XP_015638539.1,1099,2,77,77,proteome
XP_015646985.1,1099,2,77,77,proteome
XP_015617878.1,1098,2,76,76,proteome
XP_015640773.1,1098,2,76,76,proteome
XP_015650573.1,1098,2,76,76,proteome
XP_015616380.1,1097,2,75,75,proteome
XP_015616914.1,1097,2,75,75,proteome
XP_015619668.1,1097,2,75,75,proteome
XP_015631762.1,1097,2,75,75,proteome
XP_015614461.1,1096,2,74,74,proteome
XP_015618159.1,1096,2,74,74,proteome
XP_015623186.1,1096,2,74,74,proteome
XP_015630983.1,1096,2,74,74,proteome
XP_025877301.1,1096,2,74,74,proteome
XP_025877343.1,1096,2,74,74,proteome
XP_015611831.1,1095,2,73,73,proteome
XP_015611982.1,1095,2,73,73,proteome
XP_015612551.1,1095,2,73,73,proteome
XP_015625512.1,1095,2,73,73,proteome
XP_015612118.1,1094,2,72,72,proteome
XP_015631764.1,1094,2,72,72,proteome
XP_015631766.1,1094,2,72,72,proteome
XP_015631807.1,1094,2,72,72,proteome
XP_015611264.1,1093,2,71,71,proteome
XP_015614947.1,1093,2,71,71,proteome
XP_015626130.1,1093,2,71,71,proteome
XP_015626131.1,1093,2,71,71,proteome
XP_015631672.1,1093,2,71,71,proteome
XP_015646807.1,1093,2,71,71,proteome
XP_015651407.1,1093,2,71,71,proteome
XP_015651408.1,1093,2,71,71,proteome
XP_015651409.1,1093,2,71,71,proteome
XP_025879029.1,1093,2,71,71,proteome
XP_015611983.1,1092,2,70,70,proteome
XP_015620293.1,1092,2,70,70,proteome
XP_015626111.1,1092,2,70,70,proteome
XP_015631790.1,1092,2,70,70,proteome
XP_015637010.2,1092,2,70,70,proteome
XP_015647044.1,1092,2,70,70,proteome
XP_015611640.1,1090,2,68,68,proteome
XP_015614957.1,1090,2,68,68,proteome
XP_015639162.1,1090,2,68,68,proteome
XP_015639287.1,1090,2,68,68,proteome
XP_015614707.1,1089,2,67,67,proteome
XP_015620122.1,1089,2,67,67,proteome
XP_015620132.1,1089,2,67,67,proteome
XP_015626333.1,1089,2,67,67,proteome
XP_015626792.1,1089,2,67,67,proteome
XP_015627168.1,1089,2,67,67,proteome
XP_015646820.1,1089,2,67,67,proteome
XP_025876928.1,1089,2,67,67,proteome
XP_025883050.1,1089,2,67,67,proteome
XP_015612318.1,1088,2,66,66,proteome
XP_015617391.1,1088,2,66,66,proteome
XP_015620140.1,1088,2,66,66,proteome
XP_015629031.1,1088,2,66,66,proteome
XP_015636669.1,1088,2,66,66,proteome
XP_015643017.1,1088,2,66,66,proteome
XP_015644141.1,1088,2,66,66,proteome
XP_015644916.2,1088,2,66,66,proteome
XP_015626814.1,1087,2,65,65,proteome
XP_015626815.1,1086,2,64,64,proteome
XP_015636791.1,1086,2,64,64,proteome
XP_015639716.1,1086,2,64,64,proteome
XP_015644128.1,1086,2,64,64,proteome
XP_025876627.1,1086,2,64,64,proteome
XP_015619669.1,1085,2,63,63,proteome
XP_015633466.1,1085,2,63,63,proteome
XP_015650823.1,1085,2,63,63,proteome
XP_015621705.1,1084,2,62,62,proteome
XP_015621706.1,1084,2,62,62,proteome
XP_015639163.1,1084,2,62,62,proteome
XP_015643744.1,1084,2,62,62,proteome
XP_015643745.1,1084,2,62,62,proteome
XP_015647499.1,1084,2,62,62,proteome
XP_025877037.1,1084,2,62,62,proteome
XP_025879537.1,1084,2,62,62,proteome
XP_025882313.1,1084,2,62,62,proteome
XP_015617811.1,1083,2,61,61,proteome
XP_015626099.1,1083,2,61,61,proteome
XP_015626100.1,1083,2,61,61,proteome
XP_015626101.1,1083,2,61,61,proteome
XP_015638230.1,1083,2,61,61,proteome
XP_015621748.1,1082,2,60,60,proteome
XP_015625803.1,1082,2,60,60,proteome
XP_015626096.1,1082,2,60,60,proteome
XP_015641168.2,1082,2,60,60,proteome
XP_025881746.1,1082,2,60,60,proteome
XP_025882816.1,1082,2,60,60,proteome
XP_015623940.1,1081,2,59,59,proteome
XP_015646894.1,1081,2,59,59,proteome
XP_015647043.1,1081,2,59,59,proteome
XP_025881139.1,1081,2,59,59,proteome
XP_015611837.1,1080,2,58,58,proteome
XP_015612078.1,1080,2,58,58,proteome
XP_015614727.1,1080,2,58,58,proteome
XP_015614728.1,1080,2,58,58,proteome
XP_015627662.1,1080,2,58,58,proteome
XP_015631664.1,1080,2,58,58,proteome
XP_015647689.1,1080,2,58,58,proteome
XP_015649233.1,1080,2,58,58,proteome
XP_015649799.1,1080,2,58,58,proteome
XP_015639806.1,1079,2,57,57,proteome
XP_015643756.1,1079,2,57,57,proteome
XP_025878702.1,1079,2,57,57,proteome
XP_015610878.1,1078,2,56,56,proteome
XP_015614639.1,1078,2,56,56,proteome
XP_015620954.1,1078,2,56,56,proteome
XP_015624908.1,1078,2,56,56,proteome
XP_015634426.1,1078,2,56,56,proteome
XP_015643333.1,1078,2,56,56,proteome
XP_015633912.1,1076,2,54,54,proteome
XP_015639380.1,1076,2,54,54,proteome
XP_015642987.1,1076,2,54,54,proteome
XP_015642988.1,1076,2,54,54,proteome
XP_015645204.1,1076,2,54,54,proteome
XP_015647240.1,1076,2,54,54,proteome
NP_039373.1,1075,2,53,53,proteome
XP_015610879.1,1075,2,53,53,proteome
XP_015616395.1,1075,2,53,53,proteome
XP_015626441.1,1075,2,53,53,proteome
XP_015632596.1,1075,2,53,53,proteome
XP_025880655.1,1075,2,53,53,proteome
XP_015614424.1,1074,2,52,52,proteome
XP_015617068.1,1074,2,52,52,proteome
XP_015626634.1,1074,2,52,52,proteome
XP_015634952.1,1074,2,52,52,proteome
XP_015636805.1,1074,2,52,52,proteome
XP_015636808.1,1074,2,52,52,proteome
XP_015639725.1,1074,2,52,52,proteome
XP_025880746.1,1074,2,52,52,proteome
XP_015617396.2,1073,2,51,51,proteome
XP_015622425.1,1073,2,51,51,proteome
XP_015627818.1,1073,2,51,51,proteome
XP_015630545.1,1073,2,51,51,proteome
XP_015631665.1,1073,2,51,51,proteome
XP_015647290.1,1073,2,51,51,proteome
XP_015647538.1,1073,2,51,51,proteome
XP_015649243.1,1073,2,51,51,proteome
XP_025879397.1,1073,2,51,51,proteome
XP_015614502.1,1072,2,50,50,proteome
XP_015621830.1,1072,2,50,50,proteome
XP_015627493.1,1072,2,50,50,proteome
XP_015631847.1,1072,2,50,50,proteome
XP_015641110.1,1072,2,50,50,proteome
XP_015643426.1,1072,2,50,50,proteome
XP_015616916.1,1071,2,49,49,proteome
XP_015617394.1,1071,2,49,49,proteome
XP_015650967.1,1071,2,49,49,proteome
XP_025878573.1,1071,2,49,49,proteome
XP_015626772.1,1070,2,48,48,proteome
XP_015632087.1,1070,2,48,48,proteome
XP_015637331.1,1070,2,48,48,proteome
XP_015642426.2,1070,2,48,48,proteome
XP_025880505.1,1070,2,48,48,proteome
XP_015611603.1,1069,2,47,47,proteome
XP_015619930.1,1069,2,47,47,proteome
XP_015620297.1,1069,2,47,47,proteome
XP_015630856.1,1069,2,47,47,proteome
XP_015643085.1,1069,2,47,47,proteome
XP_015647367.1,1069,2,47,47,proteome
XP_025879824.1,1069,2,47,47,proteome
XP_015617199.1,1068,2,46,46,proteome
XP_015621120.1,1068,2,46,46,proteome
XP_015631695.1,1068,2,46,46,proteome
XP_015634953.1,1068,2,46,46,proteome
XP_015642630.1,1068,2,46,46,proteome
XP_015643028.1,1068,2,46,46,proteome
XP_025878703.1,1068,2,46,46,proteome
XP_015626659.1,1067,2,45,45,proteome
XP_015629032.1,1067,2,45,45,proteome
XP_015634954.1,1067,2,45,45,proteome
XP_015643659.1,1067,2,45,45,proteome
XP_015649710.1,1067,2,45,45,proteome
XP_015650116.1,1067,2,45,45,proteome
XP_015611298.1,1066,2,44,44,proteome
XP_015618104.1,1066,2,44,44,proteome
XP_015620284.1,1066,2,44,44,proteome
XP_015626097.1,1066,2,44,44,proteome
XP_015626098.1,1066,2,44,44,proteome
XP_015631605.1,1066,2,44,44,proteome
XP_015639814.1,1066,2,44,44,proteome
XP_015642986.1,1066,2,44,44,proteome
XP_015644038.1,1066,2,44,44,proteome
XP_015645641.1,1066,2,44,44,proteome
XP_015650062.1,1066,2,44,44,proteome
XP_015650063.1,1066,2,44,44,proteome
XP_025875974.1,1066,2,44,44,proteome
XP_025875975.1,1066,2,44,44,proteome
XP_025875976.1,1066,2,44,44,proteome
XP_025879961.1,1066,2,44,44,proteome
XP_015622396.1,1065,2,43,43,proteome
XP_015631195.1,1065,2,43,43,proteome
XP_015633462.1,1065,2,43,43,proteome
XP_015639416.1,1065,2,43,43,proteome
XP_015645263.1,1065,2,43,43,proteome
XP_015612556.1,1064,2,42,42,proteome
XP_015614462.1,1064,2,42,42,proteome
XP_015620147.1,1064,2,42,42,proteome
XP_015632802.1,1064,2,42,42,proteome
XP_015632803.1,1064,2,42,42,proteome
XP_015632804.1,1064,2,42,42,proteome
XP_015636167.1,1064,2,42,42,proteome
XP_015646654.1,1064,2,42,42,proteome
XP_025879301.1,1064,2,42,42,proteome
XP_015614140.1,1063,2,41,41,proteome
XP_015616919.1,1063,2,41,41,proteome
XP_015620154.1,1063,2,41,41,proteome
XP_025878981.1,1063,2,41,41,proteome
XP_015615106.1,1062,2,40,40,proteome
XP_015622285.1,1062,2,40,40,proteome
XP_015622286.1,1062,2,40,40,proteome
XP_015630458.1,1062,2,40,40,proteome
XP_015639991.1,1062,2,40,40,proteome
XP_015650824.1,1062,2,40,40,proteome
