protein_id,length,n_windows,last_window_start,residues_lost_by_truncation,source
NP_001320708.1,1213,2,191,191,proteome
NP_001328820.1,1213,2,191,191,proteome
NP_001329720.1,1213,2,191,191,proteome
NP_176191.1,1213,2,191,191,proteome
NP_001332492.1,1212,2,190,190,proteome
NP_001324482.1,1211,2,189,189,proteome
NP_001328821.1,1211,2,189,189,proteome
NP_194708.1,1211,2,189,189,proteome
NP_565452.1,1211,2,189,189,proteome
NP_001078719.1,1210,2,188,188,proteome
NP_001318593.1,1210,2,188,188,proteome
NP_001325879.1,1210,2,188,188,proteome
NP_001328446.1,1210,2,188,188,proteome
NP_193686.5,1210,2,188,188,proteome
NP_563753.1,1210,2,188,188,proteome
NP_001184940.1,1209,2,187,187,proteome
NP_001318955.1,1209,2,187,187,proteome
NP_001320435.1,1209,2,187,187,proteome
NP_001323074.1,1209,2,187,187,proteome
NP_001319304.1,1208,2,186,186,proteome
NP_001320076.1,1208,2,186,186,proteome
NP_001325537.1,1208,2,186,186,proteome
NP_001332197.1,1208,2,186,186,proteome
NP_189947.2,1207,2,185,185,proteome
NP_565424.1,1207,2,185,185,proteome
NP_001154411.1,1206,2,184,184,proteome
NP_001324729.1,1206,2,184,184,proteome
NP_001324730.1,1206,2,184,184,proteome
NP_001330914.1,1206,2,184,184,proteome
NP_179255.1,1206,2,184,184,proteome
NP_199438.1,1205,2,183,183,proteome
NP_001077968.1,1204,2,182,182,proteome
NP_001319365.1,1204,2,182,182,proteome
NP_180285.4,1204,2,182,182,proteome
NP_001327303.1,1203,2,181,181,proteome
NP_172780.1,1203,2,181,181,proteome
NP_176676.3,1203,2,181,181,proteome
NP_187155.2,1202,2,180,180,proteome
NP_189189.1,1202,2,180,180,proteome
NP_194918.2,1202,2,180,180,proteome
NP_193640.4,1201,2,179,179,proteome
NP_001320717.1,1200,2,178,178,proteome
NP_001327947.1,1200,2,178,178,proteome
NP_177038.1,1200,2,178,178,proteome
NP_001189943.1,1199,2,177,177,proteome
NP_001328421.1,1199,2,177,177,proteome
NP_001189515.1,1198,2,176,176,proteome
NP_001327255.1,1197,2,175,175,proteome
NP_001327489.1,1197,2,175,175,proteome
NP_175298.2,1197,2,175,175,proteome
NP_176510.1,1197,2,175,175,proteome
NP_197290.1,1197,2,175,175,proteome
NP_001321142.1,1196,2,174,174,proteome
NP_001327617.1,1196,2,174,174,proteome
NP_001327618.1,1196,2,174,174,proteome
NP_001327619.1,1196,2,174,174,proteome
NP_001327620.1,1196,2,174,174,proteome
NP_178746.2,1196,2,174,174,proteome
NP_190519.1,1196,2,174,174,proteome
NP_195650.1,1196,2,174,174,proteome
NP_198009.3,1196,2,174,174,proteome
NP_200612.2,1196,2,174,174,proteome
NP_177370.1,1195,2,173,173,proteome
NP_179298.2,1195,2,173,173,proteome
NP_200823.1,1195,2,173,173,proteome
NP_001185099.1,1194,2,172,172,proteome
NP_001318502.1,1194,2,172,172,proteome
NP_001326419.1,1194,2,172,172,proteome
NP_001328314.1,1194,2,172,172,proteome
NP_174414.1,1194,2,172,172,proteome
NP_190034.2,1194,2,172,172,proteome
NP_001320631.1,1193,2,171,171,proteome
NP_001331739.1,1193,2,171,171,proteome
NP_001332116.1,1193,2,171,171,proteome
NP_171684.2,1193,2,171,171,proteome
NP_568537.1,1193,2,171,171,proteome
NP_001330425.1,1192,2,170,170,proteome
NP_196345.1,1192,2,170,170,proteome
NP_566681.1,1192,2,170,170,proteome
NP_001119319.1,1191,2,169,169,proteome
NP_001326422.1,1191,2,169,169,proteome
NP_177798.3,1191,2,169,169,proteome
NP_192770.2,1190,2,168,168,proteome
NP_199688.1,1190,2,168,168,proteome
NP_201396.4,1190,2,168,168,proteome
NP_001326242.1,1189,2,167,167,proteome
NP_001326245.1,1189,2,167,167,proteome
NP_001328514.1,1189,2,167,167,proteome
NP_001332199.1,1189,2,167,167,proteome
NP_173957.2,1189,2,167,167,proteome
NP_188116.1,1189,2,167,167,proteome
NP_189425.2,1189,2,167,167,proteome
NP_196686.1,1189,2,167,167,proteome
NP_001318968.1,1188,2,166,166,proteome
NP_001330640.1,1188,2,166,166,proteome
NP_172488.1,1188,2,166,166,proteome
NP_172562.2,1188,2,166,166,proteome
NP_193749.1,1188,2,166,166,proteome
NP_193902.1,1188,2,166,166,proteome
NP_198509.2,1188,2,166,166,proteome
NP_001078715.1,1187,2,165,165,proteome
NP_001154192.1,1187,2,165,165,proteome
NP_001318246.1,1187,2,165,165,proteome
NP_001318742.1,1187,2,165,165,proteome
NP_001323939.1,1187,2,165,165,proteome
NP_001324143.1,1187,2,165,165,proteome
NP_001324144.1,1187,2,165,165,proteome
NP_001324145.1,1187,2,165,165,proteome
NP_001324146.1,1187,2,165,165,proteome
NP_179466.1,1187,2,165,165,proteome
NP_199264.1,1187,2,165,165,proteome
NP_564338.1,1187,2,165,165,proteome
NP_850959.1,1187,2,165,165,proteome
NP_001331740.1,1186,2,164,164,proteome
NP_196665.1,1186,2,164,164,proteome
NP_001185096.1,1185,2,163,163,proteome
NP_001190645.1,1185,2,163,163,proteome
NP_001322419.1,1185,2,163,163,proteome
NP_001322420.1,1185,2,163,163,proteome
NP_001331999.1,1185,2,163,163,proteome
NP_001319082.1,1184,2,162,162,proteome
NP_187865.6,1184,2,162,162,proteome
NP_001185386.1,1183,2,161,161,proteome
NP_001319898.1,1183,2,161,161,proteome
NP_001322025.1,1183,2,161,161,proteome
NP_001326461.1,1183,2,161,161,proteome
NP_001326462.1,1183,2,161,161,proteome
NP_001332120.1,1183,2,161,161,proteome
NP_001332121.1,1183,2,161,161,proteome
NP_001325475.1,1182,2,160,160,proteome
NP_001326460.1,1182,2,160,160,proteome
NP_001327227.1,1182,2,160,160,proteome
NP_001190516.1,1181,2,159,159,proteome
NP_001318661.1,1181,2,159,159,proteome
NP_001319788.1,1181,2,159,159,proteome
NP_171773.1,1181,2,159,159,proteome
NP_176316.4,1181,2,159,159,proteome
NP_181459.4,1181,2,159,159,proteome
NP_198074.1,1181,2,159,159,proteome
NP_200156.1,1181,2,159,159,proteome
NP_001190461.1,1180,2,158,158,proteome
NP_001320481.1,1180,2,158,158,proteome
NP_001328252.1,1180,2,158,158,proteome
NP_197125.2,1180,2,158,158,proteome
NP_001185277.1,1179,2,157,157,proteome
NP_001323915.1,1179,2,157,157,proteome
NP_001329078.1,1179,2,157,157,proteome
NP_195338.1,1179,2,157,157,proteome
NP_197752.1,1179,2,157,157,proteome
NP_001329515.1,1178,2,156,156,proteome
NP_564341.2,1178,2,156,156,proteome
NP_001318950.1,1177,2,155,155,proteome
NP_001154628.2,1176,2,154,154,proteome
NP_001324270.1,1176,2,154,154,proteome
NP_001327762.1,1176,2,154,154,proteome
NP_001327764.1,1176,2,154,154,proteome
NP_186827.2,1176,2,154,154,proteome
NP_190055.2,1176,2,154,154,proteome
NP_568532.1,1176,2,154,154,proteome
NP_001322900.1,1175,2,153,153,proteome
NP_001327050.1,1175,2,153,153,proteome
NP_001330595.1,1175,2,153,153,proteome
NP_173495.5,1175,2,153,153,proteome
NP_199976.2,1175,2,153,153,proteome
NP_201047.1,1175,2,153,153,proteome
NP_001325474.1,1174,2,152,152,proteome
NP_191972.6,1174,2,152,152,proteome
NP_001189651.1,1173,2,151,151,proteome
NP_001321765.1,1173,2,151,151,proteome
NP_001327429.1,1173,2,151,151,proteome
NP_001330009.1,1173,2,151,151,proteome
NP_196999.1,1173,2,151,151,proteome
NP_199445.1,1173,2,151,151,proteome
NP_564180.1,1173,2,151,151,proteome
NP_001189957.1,1172,2,150,150,proteome
NP_001318247.1,1172,2,150,150,proteome
NP_001324425.1,1172,2,150,150,proteome
NP_179469.1,1172,2,150,150,proteome
NP_179501.1,1172,2,150,150,proteome
NP_189020.2,1172,2,150,150,proteome
NP_001321987.1,1171,2,149,149,proteome
NP_001321989.1,1171,2,149,149,proteome
NP_176362.3,1171,2,149,149,proteome
NP_177164.1,1171,2,149,149,proteome
NP_190330.1,1171,2,149,149,proteome
NP_001318456.1,1170,2,148,148,proteome
NP_001325538.1,1170,2,148,148,proteome
NP_001330713.1,1170,2,148,148,proteome
NP_172054.3,1170,2,148,148,proteome
NP_195793.3,1170,2,148,148,proteome
NP_199300.1,1170,2,148,148,proteome
NP_001318681.1,1169,2,147,147,proteome
NP_001319375.1,1169,2,147,147,proteome
NP_001330180.1,1169,2,147,147,proteome
NP_001331244.1,1169,2,147,147,proteome
NP_177488.2,1169,2,147,147,proteome
NP_001185412.1,1168,2,146,146,proteome
NP_001318287.1,1168,2,146,146,proteome
NP_001328438.1,1168,2,146,146,proteome
NP_001331741.1,1168,2,146,146,proteome
NP_001331742.1,1168,2,146,146,proteome
NP_001331743.1,1168,2,146,146,proteome
NP_189288.1,1168,2,146,146,proteome
NP_196863.5,1168,2,146,146,proteome
NP_199464.2,1168,2,146,146,proteome
NP_201037.1,1168,2,146,146,proteome
NP_001185268.1,1167,2,145,145,proteome
NP_001318743.1,1167,2,145,145,proteome
NP_001329079.1,1167,2,145,145,proteome
NP_193688.1,1167,2,145,145,proteome
NP_199365.1,1167,2,145,145,proteome
NP_001117501.1,1166,2,144,144,proteome
NP_001322011.1,1166,2,144,144,proteome
NP_001322012.1,1166,2,144,144,proteome
NP_001322013.1,1166,2,144,144,proteome
NP_001322014.1,1166,2,144,144,proteome
NP_001322015.1,1166,2,144,144,proteome
NP_001325653.1,1166,2,144,144,proteome
NP_001325654.1,1166,2,144,144,proteome
NP_001326637.1,1166,2,144,144,proteome
NP_173516.1,1166,2,144,144,proteome
NP_175957.1,1166,2,144,144,proteome
NP_188630.1,1166,2,144,144,proteome
NP_001330479.1,1165,2,143,143,proteome
NP_001330481.1,1165,2,143,143,proteome
NP_001330960.1,1165,2,143,143,proteome
NP_187149.1,1165,2,143,143,proteome
NP_195525.2,1165,2,143,143,proteome
NP_199319.1,1165,2,143,143,proteome
NP_565140.5,1165,2,143,143,proteome
NP_568276.2,1165,2,143,143,proteome
NP_851046.1,1165,2,143,143,proteome
NP_001190459.1,1164,2,142,142,proteome
NP_001190460.1,1164,2,142,142,proteome
NP_187946.1,1164,2,142,142,proteome
NP_193360.1,1164,2,142,142,proteome
NP_197561.1,1164,2,142,142,proteome
NP_851047.1,1164,2,142,142,proteome
NP_001329028.1,1163,2,141,141,proteome
NP_001330129.1,1163,2,141,141,proteome
NP_177385.2,1163,2,141,141,proteome
NP_177429.2,1163,2,141,141,proteome
NP_001326078.1,1162,2,140,140,proteome
NP_001330638.1,1162,2,140,140,proteome
NP_001330714.1,1162,2,140,140,proteome
NP_176197.3,1162,2,140,140,proteome
NP_191909.1,1162,2,140,140,proteome
NP_001117396.1,1161,2,139,139,proteome
NP_001190884.1,1161,2,139,139,proteome
NP_001326638.1,1161,2,139,139,proteome
NP_001332060.1,1161,2,139,139,proteome
NP_199327.4,1161,2,139,139,proteome
NP_680142.2,1161,2,139,139,proteome
NP_001324638.1,1160,2,138,138,proteome
NP_001185267.1,1158,2,136,136,proteome
NP_001322307.1,1158,2,136,136,proteome
NP_568146.1,1158,2,136,136,proteome
NP_001328251.1,1157,2,135,135,proteome
NP_001328968.1,1157,2,135,135,proteome
NP_199642.1,1156,2,134,134,proteome
NP_001190825.1,1155,2,133,133,proteome
NP_001320143.1,1155,2,133,133,proteome
NP_001326091.1,1155,2,133,133,proteome
NP_195783.3,1155,2,133,133,proteome
NP_001329819.1,1154,2,132,132,proteome
NP_001330671.1,1154,2,132,132,proteome
NP_001330672.1,1154,2,132,132,proteome
NP_197637.2,1154,2,132,132,proteome
NP_001322886.1,1153,2,131,131,proteome
NP_001328253.1,1153,2,131,131,proteome
NP_175453.2,1153,2,131,131,proteome
NP_001185269.1,1152,2,130,130,proteome
NP_001329552.1,1152,2,130,130,proteome
NP_177487.2,1152,2,130,130,proteome
NP_001328739.1,1151,2,129,129,proteome
NP_001329820.1,1151,2,129,129,proteome
NP_177885.1,1151,2,129,129,proteome
NP_186862.3,1151,2,129,129,proteome
NP_191913.3,1151,2,129,129,proteome
NP_176289.7,1150,2,128,128,proteome
NP_194192.2,1150,2,128,128,proteome
NP_568400.2,1150,2,128,128,proteome
NP_188401.1,1149,2,127,127,proteome
NP_199966.1,1149,2,127,127,proteome
NP_174106.1,1148,2,126,126,proteome
NP_194808.1,1148,2,126,126,proteome
NP_001185010.1,1147,2,125,125,proteome
NP_001320059.1,1147,2,125,125,proteome
NP_001321701.1,1147,2,125,125,proteome
NP_001323206.1,1147,2,125,125,proteome
NP_172157.1,1147,2,125,125,proteome
NP_173077.1,1147,2,125,125,proteome
NP_193420.2,1147,2,125,125,proteome
NP_193427.4,1147,2,125,125,proteome
NP_974091.1,1147,2,125,125,proteome
NP_001327662.1,1146,2,124,124,proteome
NP_178307.2,1146,2,124,124,proteome
NP_001318575.1,1145,2,123,123,proteome
NP_001319033.1,1145,2,123,123,proteome
NP_001319367.1,1145,2,123,123,proteome
NP_001320710.1,1145,2,123,123,proteome
NP_001323204.1,1145,2,123,123,proteome
NP_001330138.1,1145,2,123,123,proteome
NP_186955.1,1145,2,123,123,proteome
NP_001326244.1,1144,2,122,122,proteome
NP_001330594.1,1144,2,122,122,proteome
NP_173498.3,1144,2,122,122,proteome
NP_180742.1,1144,2,122,122,proteome
NP_001326061.1,1143,2,121,121,proteome
NP_001326062.1,1143,2,121,121,proteome
NP_001326064.1,1143,2,121,121,proteome
NP_001326065.1,1143,2,121,121,proteome
NP_001328254.1,1143,2,121,121,proteome
NP_178304.1,1143,2,121,121,proteome
NP_001030850.1,1142,2,120,120,proteome
NP_190877.1,1142,2,120,120,proteome
NP_001322783.1,1141,2,119,119,proteome
NP_189066.1,1141,2,119,119,proteome
NP_196428.2,1141,2,119,119,proteome
NP_200103.1,1141,2,119,119,proteome
NP_001330712.1,1140,2,118,118,proteome
NP_177694.1,1140,2,118,118,proteome
NP_177789.2,1140,2,118,118,proteome
NP_001190338.1,1139,2,117,117,proteome
NP_001326709.1,1139,2,117,117,proteome
NP_001329378.1,1139,2,117,117,proteome
NP_001330137.1,1139,2,117,117,proteome
NP_199439.5,1139,2,117,117,proteome
NP_568633.2,1139,2,117,117,proteome
NP_001077742.1,1138,2,116,116,proteome
NP_001117233.1,1138,2,116,116,proteome
NP_001322107.1,1138,2,116,116,proteome
NP_001329379.1,1138,2,116,116,proteome
NP_001332198.1,1138,2,116,116,proteome
NP_188402.1,1138,2,116,116,proteome
NP_193228.6,1138,2,116,116,proteome
NP_563736.3,1138,2,116,116,proteome
NP_683441.1,1138,2,116,116,proteome
NP_188209.3,1137,2,115,115,proteome
NP_001030976.1,1136,2,114,114,proteome
NP_001328307.1,1136,2,114,114,proteome
NP_001328308.1,1136,2,114,114,proteome
NP_001328309.1,1136,2,114,114,proteome
NP_001331238.1,1136,2,114,114,proteome
NP_175652.1,1136,2,114,114,proteome
NP_175654.1,1136,2,114,114,proteome
NP_195341.2,1136,2,114,114,proteome
NP_200395.2,1136,2,114,114,proteome
NP_001320519.1,1135,2,113,113,proteome
NP_001325883.1,1135,2,113,113,proteome
NP_001329077.1,1135,2,113,113,proteome
NP_199705.2,1135,2,113,113,proteome
NP_851003.2,1135,2,113,113,proteome
NP_001190409.1,1134,2,112,112,proteome
NP_001318759.1,1134,2,112,112,proteome
NP_001327243.1,1134,2,112,112,proteome
NP_001329734.1,1134,2,112,112,proteome
NP_001330140.1,1134,2,112,112,proteome
NP_001330951.1,1134,2,112,112,proteome
NP_193739.1,1134,2,112,112,proteome
NP_194467.5,1134,2,112,112,proteome
NP_199623.2,1134,2,112,112,proteome
NP_001320847.1,1133,2,111,111,proteome
NP_001322898.1,1133,2,111,111,proteome
NP_001326060.1,1133,2,111,111,proteome
NP_001326063.1,1133,2,111,111,proteome
NP_001330631.1,1133,2,111,111,proteome
NP_189410.2,1133,2,111,111,proteome
NP_192851.1,1133,2,111,111,proteome
NP_567201.5,1133,2,111,111,proteome
NP_001319608.1,1132,2,110,110,proteome
NP_001322143.1,1132,2,110,110,proteome
NP_001327609.1,1132,2,110,110,proteome
NP_001327610.1,1132,2,110,110,proteome
NP_001330867.1,1132,2,110,110,proteome
NP_176892.1,1132,2,110,110,proteome
NP_189077.1,1132,2,110,110,proteome
NP_201001.1,1132,2,110,110,proteome
NP_001031050.1,1131,2,109,109,proteome
NP_001031051.1,1131,2,109,109,proteome
NP_001077769.1,1131,2,109,109,proteome
NP_001325750.1,1131,2,109,109,proteome
NP_173706.1,1131,2,109,109,proteome
NP_188306.2,1131,2,109,109,proteome
NP_194085.4,1131,2,109,109,proteome
NP_563981.1,1131,2,109,109,proteome
NP_849672.1,1131,2,109,109,proteome
NP_001319905.1,1130,2,108,108,proteome
NP_001325249.1,1130,2,108,108,proteome
NP_196464.2,1130,2,108,108,proteome
NP_001190489.1,1129,2,107,107,proteome
NP_001325832.1,1128,2,106,106,proteome
NP_001325833.1,1128,2,106,106,proteome
NP_001330139.1,1128,2,106,106,proteome
NP_563924.1,1128,2,106,106,proteome
NP_001320182.1,1127,2,105,105,proteome
NP_001330360.1,1127,2,105,105,proteome
NP_199459.2,1127,2,105,105,proteome
NP_568507.3,1127,2,105,105,proteome
NP_001322906.1,1126,2,104,104,proteome
NP_001330216.1,1126,2,104,104,proteome
NP_001330217.1,1126,2,104,104,proteome
NP_001331232.1,1126,2,104,104,proteome
NP_001189905.1,1125,2,103,103,proteome
NP_001190622.1,1125,2,103,103,proteome
NP_001330641.1,1125,2,103,103,proteome
NP_001031433.1,1124,2,102,102,proteome
NP_001323641.1,1124,2,102,102,proteome
NP_001329736.1,1124,2,102,102,proteome
NP_180357.2,1124,2,102,102,proteome
NP_180875.1,1124,2,102,102,proteome
NP_196176.1,1124,2,102,102,proteome
NP_001326817.1,1123,2,101,101,proteome
NP_001329729.1,1123,2,101,101,proteome
NP_177451.1,1123,2,101,101,proteome
NP_196843.1,1123,2,101,101,proteome
NP_197187.1,1123,2,101,101,proteome
NP_199457.1,1123,2,101,101,proteome
NP_001117525.1,1122,2,100,100,proteome
NP_001321764.1,1122,2,100,100,proteome
NP_001322907.1,1122,2,100,100,proteome
NP_001322908.1,1122,2,100,100,proteome
NP_001322909.1,1122,2,100,100,proteome
NP_001324637.1,1122,2,100,100,proteome
NP_172428.1,1122,2,100,100,proteome
NP_172515.2,1122,2,100,100,proteome
NP_180331.2,1122,2,100,100,proteome
NP_182265.1,1122,2,100,100,proteome
NP_188708.4,1122,2,100,100,proteome
NP_194217.2,1122,2,100,100,proteome
NP_001189986.1,1121,2,99,99,proteome
NP_001325762.1,1121,2,99,99,proteome
NP_001331380.1,1121,2,99,99,proteome
NP_001331458.1,1121,2,99,99,proteome
NP_176691.2,1121,2,99,99,proteome
NP_191737.1,1121,2,99,99,proteome
NP_201212.1,1121,2,99,99,proteome
NP_001190087.1,1120,2,98,98,proteome
NP_001319429.1,1120,2,98,98,proteome
NP_001322306.1,1120,2,98,98,proteome
NP_001328558.1,1120,2,98,98,proteome
NP_174809.1,1120,2,98,98,proteome
NP_849913.2,1120,2,98,98,proteome
NP_974299.1,1120,2,98,98,proteome
NP_974300.1,1120,2,98,98,proteome
NP_178164.3,1119,2,97,97,proteome
NP_001328559.1,1118,2,96,96,proteome
NP_176870.2,1118,2,96,96,proteome
NP_187099.6,1118,2,96,96,proteome
NP_189075.2,1118,2,96,96,proteome
NP_001185252.1,1117,2,95,95,proteome
NP_001319636.1,1117,2,95,95,proteome
NP_001319916.1,1117,2,95,95,proteome
NP_001326767.1,1117,2,95,95,proteome
NP_001327307.1,1117,2,95,95,proteome
NP_189115.3,1117,2,95,95,proteome
NP_001323075.1,1116,2,94,94,proteome
NP_172898.2,1116,2,94,94,proteome
NP_196497.1,1116,2,94,94,proteome
NP_197483.1,1116,2,94,94,proteome
NP_568171.1,1116,2,94,94,proteome
NP_001326292.1,1115,2,93,93,proteome
NP_187797.3,1115,2,93,93,proteome
NP_850783.1,1115,2,93,93,proteome
NP_974443.4,1115,2,93,93,proteome
NP_001154757.1,1114,2,92,92,proteome
NP_001189864.1,1114,2,92,92,proteome
NP_001319526.1,1114,2,92,92,proteome
NP_188650.2,1114,2,92,92,proteome
NP_001117250.1,1113,2,91,91,proteome
NP_001318957.1,1113,2,91,91,proteome
NP_001321772.1,1113,2,91,91,proteome
NP_001323913.1,1113,2,91,91,proteome
NP_172357.2,1113,2,91,91,proteome
NP_178223.2,1113,2,91,91,proteome
NP_680446.1,1113,2,91,91,proteome
NP_001190611.1,1112,2,90,90,proteome
NP_001332280.1,1112,2,90,90,proteome
NP_171917.1,1112,2,90,90,proteome
NP_193547.4,1112,2,90,90,proteome
NP_194913.1,1112,2,90,90,proteome
NP_001323796.1,1111,2,89,89,proteome
NP_192180.1,1111,2,89,89,proteome
NP_195532.1,1111,2,89,89,proteome
NP_198433.1,1111,2,89,89,proteome
NP_175745.4,1109,2,87,87,proteome
NP_179279.1,1109,2,87,87,proteome
NP_200882.4,1109,2,87,87,proteome
NP_850630.1,1109,2,87,87,proteome
NP_001030858.1,1108,2,86,86,proteome
NP_001324696.1,1108,2,86,86,proteome
NP_172913.1,1108,2,86,86,proteome
NP_195136.3,1108,2,86,86,proteome
NP_198055.3,1108,2,86,86,proteome
NP_850351.1,1108,2,86,86,proteome
NP_001119113.1,1107,2,85,85,proteome
NP_001190471.1,1107,2,85,85,proteome
NP_001318538.1,1107,2,85,85,proteome
NP_001332026.1,1107,2,85,85,proteome
NP_172932.1,1107,2,85,85,proteome
NP_680128.1,1107,2,85,85,proteome
NP_001154232.2,1106,2,84,84,proteome
NP_180333.2,1106,2,84,84,proteome
NP_565084.1,1106,2,84,84,proteome
NP_001119373.1,1105,2,83,83,proteome
NP_001329149.1,1105,2,83,83,proteome
NP_197443.3,1105,2,83,83,proteome
NP_001318662.1,1104,2,82,82,proteome
NP_001318718.1,1104,2,82,82,proteome
NP_001332746.1,1104,2,82,82,proteome
NP_172269.2,1104,2,82,82,proteome
NP_198076.1,1104,2,82,82,proteome
NP_198907.1,1104,2,82,82,proteome
NP_851024.1,1104,2,82,82,proteome
NP_001327466.1,1103,2,81,81,proteome
NP_565144.1,1103,2,81,81,proteome
NP_001324377.1,1102,2,80,80,proteome
NP_179284.1,1102,2,80,80,proteome
NP_187252.2,1102,2,80,80,proteome
NP_191905.3,1102,2,80,80,proteome
NP_201198.1,1102,2,80,80,proteome
NP_001323205.1,1101,2,79,79,proteome
NP_173166.2,1101,2,79,79,proteome
NP_176699.1,1101,2,79,79,proteome
NP_176736.2,1101,2,79,79,proteome
NP_188028.2,1101,2,79,79,proteome
NP_196314.2,1101,2,79,79,proteome
NP_199288.4,1101,2,79,79,proteome
NP_001332185.1,1100,2,78,78,proteome
NP_001189802.1,1099,2,77,77,proteome
NP_001190229.1,1099,2,77,77,proteome
NP_001322652.1,1099,2,77,77,proteome
NP_001329735.1,1099,2,77,77,proteome
NP_001189889.1,1098,2,76,76,proteome
NP_001190693.1,1098,2,76,76,proteome
NP_566119.1,1098,2,76,76,proteome
NP_001332630.1,1097,2,75,75,proteome
NP_001332631.1,1097,2,75,75,proteome
NP_192654.1,1097,2,75,75,proteome
NP_193617.3,1097,2,75,75,proteome
NP_196414.1,1097,2,75,75,proteome
NP_566204.2,1097,2,75,75,proteome
NP_001326943.1,1096,2,74,74,proteome
NP_001326945.1,1096,2,74,74,proteome
NP_001330242.1,1096,2,74,74,proteome
NP_001330243.1,1096,2,74,74,proteome
NP_001331239.1,1096,2,74,74,proteome
NP_176047.1,1096,2,74,74,proteome
NP_188302.2,1096,2,74,74,proteome
NP_196714.1,1096,2,74,74,proteome
NP_566869.1,1096,2,74,74,proteome
NP_001320531.1,1095,2,73,73,proteome
NP_001322539.1,1095,2,73,73,proteome
NP_001326784.1,1095,2,73,73,proteome
NP_001328560.1,1095,2,73,73,proteome
NP_001330120.1,1095,2,73,73,proteome
NP_177374.1,1095,2,73,73,proteome
NP_192855.1,1095,2,73,73,proteome
NP_201201.2,1095,2,73,73,proteome
NP_001184965.1,1094,2,72,72,proteome
NP_001190171.1,1094,2,72,72,proteome
NP_001328737.1,1094,2,72,72,proteome
NP_001329936.1,1094,2,72,72,proteome
NP_176690.1,1094,2,72,72,proteome
NP_179595.5,1094,2,72,72,proteome
NP_201000.1,1094,2,72,72,proteome
NP_001189916.1,1093,2,71,71,proteome
NP_001327226.1,1093,2,71,71,proteome
NP_199714.2,1093,2,71,71,proteome
NP_173540.2,1092,2,70,70,proteome
NP_191316.5,1092,2,70,70,proteome
NP_001189557.1,1091,2,69,69,proteome
NP_001328536.1,1091,2,69,69,proteome
NP_001328570.1,1091,2,69,69,proteome
NP_001330119.1,1091,2,69,69,proteome
NP_001332293.1,1091,2,69,69,proteome
NP_001332295.1,1091,2,69,69,proteome
NP_001332296.1,1091,2,69,69,proteome
NP_172433.2,1091,2,69,69,proteome
NP_567748.5,1091,2,69,69,proteome
NP_001032080.1,1090,2,68,68,proteome
NP_173541.1,1090,2,68,68,proteome
NP_177811.2,1090,2,68,68,proteome
NP_178674.7,1090,2,68,68,proteome
NP_179502.1,1090,2,68,68,proteome
NP_188360.3,1090,2,68,68,proteome
NP_188621.2,1090,2,68,68,proteome
NP_194673.2,1090,2,68,68,proteome
NP_201200.2,1090,2,68,68,proteome
NP_001318834.1,1089,2,67,67,proteome
NP_001319699.1,1089,2,67,67,proteome
NP_001322561.1,1089,2,67,67,proteome
NP_001328535.1,1089,2,67,67,proteome
NP_001332184.1,1089,2,67,67,proteome
NP_188284.1,1089,2,67,67,proteome
NP_195209.2,1089,2,67,67,proteome
NP_001319353.1,1088,2,66,66,proteome
NP_173217.1,1088,2,66,66,proteome
NP_179768.1,1088,2,66,66,proteome
NP_187299.1,1088,2,66,66,proteome
NP_192451.1,1088,2,66,66,proteome
NP_193842.1,1088,2,66,66,proteome
NP_566899.1,1088,2,66,66,proteome
NP_001319684.1,1087,2,65,65,proteome
NP_001330856.1,1087,2,65,65,proteome
NP_190059.3,1087,2,65,65,proteome
NP_199064.1,1087,2,65,65,proteome
NP_974846.2,1087,2,65,65,proteome
NP_001319352.1,1086,2,64,64,proteome
NP_001321245.1,1086,2,64,64,proteome
NP_001329938.1,1086,2,64,64,proteome
NP_001330113.1,1086,2,64,64,proteome
NP_001331624.1,1086,2,64,64,proteome
NP_173356.1,1086,2,64,64,proteome
NP_188755.2,1086,2,64,64,proteome
NP_177046.1,1085,2,63,63,proteome
NP_189368.5,1085,2,63,63,proteome
NP_198970.1,1085,2,63,63,proteome
NP_001324398.1,1084,2,62,62,proteome
NP_001328534.1,1084,2,62,62,proteome
NP_195645.1,1084,2,62,62,proteome
NP_196357.2,1084,2,62,62,proteome
NP_201279.1,1084,2,62,62,proteome
NP_001077464.4,1083,2,61,61,proteome
NP_001154318.1,1083,2,61,61,proteome
NP_001320183.1,1083,2,61,61,proteome
NP_001321563.1,1083,2,61,61,proteome
NP_001321564.1,1083,2,61,61,proteome
NP_001327430.1,1083,2,61,61,proteome
NP_001329937.1,1083,2,61,61,proteome
NP_001332452.1,1083,2,61,61,proteome
NP_172074.6,1083,2,61,61,proteome
NP_179846.3,1083,2,61,61,proteome
NP_565753.1,1083,2,61,61,proteome
NP_565963.2,1083,2,61,61,proteome
NP_001077455.1,1082,2,60,60,proteome
NP_001323430.1,1082,2,60,60,proteome
NP_001323706.1,1082,2,60,60,proteome
NP_001330859.1,1082,2,60,60,proteome
NP_181238.4,1082,2,60,60,proteome
NP_199419.2,1082,2,60,60,proteome
NP_001319642.1,1081,2,59,59,proteome
NP_001319814.1,1081,2,59,59,proteome
NP_001326105.1,1081,2,59,59,proteome
NP_001326498.1,1081,2,59,59,proteome
NP_177610.1,1081,2,59,59,proteome
NP_194284.2,1081,2,59,59,proteome
NP_194967.1,1081,2,59,59,proteome
