protein_id,ESM2,blastp_default,blastp_filteroff,psiblast_default,psiblast_filteroff,interpro_domain,esm_only_vs_panel
NP_187733.1,False,False,False,False,False,False,False
NP_187734.1,False,False,False,False,False,False,False
NP_187742.1,False,False,False,False,False,False,False
NP_187748.1,False,False,False,False,False,False,False
NP_187755.2,False,False,False,False,False,False,False
NP_187788.1,True,False,False,False,False,False,True
NP_187821.1,False,False,False,False,False,False,False
NP_187965.1,True,True,True,True,True,True,False
NP_188048.1,True,False,False,False,False,False,True
NP_188064.1,True,True,True,True,True,True,False
NP_188065.1,True,True,True,True,True,True,False
NP_188102.5,True,True,True,True,True,True,False
NP_188119.1,False,False,False,False,False,False,False
NP_188139.1,False,False,False,False,False,False,False
NP_188158.4,False,False,False,False,False,False,False
NP_188191.1,True,True,True,True,True,True,False
NP_188224.1,False,True,True,True,True,False,False
NP_188272.1,False,False,False,False,False,False,False
NP_188294.1,False,False,False,False,False,False,False
NP_188425.2,False,False,False,False,False,False,False
NP_188465.1,False,False,False,False,False,False,False
NP_188478.1,False,False,False,False,False,False,False
NP_188550.3,False,False,False,False,False,False,False
NP_188603.1,False,True,True,True,True,True,False
NP_188666.1,False,False,False,False,False,False,False
NP_188689.1,False,True,True,True,True,False,False
NP_188695.2,False,True,True,True,True,False,False
NP_188696.1,False,True,True,True,True,False,False
NP_188713.1,False,False,False,False,False,False,False
NP_188745.1,False,False,False,False,False,False,False
NP_188746.2,False,False,False,False,False,False,False
NP_188759.1,False,True,True,True,True,False,False
NP_188774.2,False,False,False,False,False,False,False
NP_188802.1,False,False,False,False,False,False,False
NP_188879.2,False,False,False,False,False,False,False
NP_188965.1,False,False,False,False,False,False,False
NP_188997.1,False,False,False,False,False,False,False
NP_189020.2,False,False,False,False,False,False,False
NP_189024.1,False,False,False,False,False,False,False
NP_189076.1,True,True,True,True,True,True,False
NP_189094.1,False,False,False,False,False,False,False
NP_189123.2,False,True,True,True,True,False,False
NP_189124.1,False,False,False,False,False,False,False
NP_189138.1,False,True,True,True,True,False,False
NP_189143.2,False,False,False,False,False,False,False
NP_189154.1,False,False,False,False,False,False,False
NP_189162.1,False,False,False,False,False,False,False
NP_189183.2,True,True,True,True,True,True,False
NP_189231.1,False,False,False,False,False,False,False
NP_189266.1,False,False,False,False,False,False,False
NP_189276.1,False,False,False,False,False,False,False
NP_189277.1,False,False,False,False,False,False,False
NP_189318.1,False,False,False,False,False,False,False
NP_189404.2,False,False,False,False,False,False,False
NP_189486.1,True,True,True,True,True,True,False
NP_189510.2,False,True,True,True,True,False,False
NP_189516.1,False,False,False,False,False,False,False
NP_189533.1,False,False,False,False,False,False,False
NP_189535.1,False,False,False,False,False,False,False
NP_189586.1,False,False,False,False,False,False,False
NP_189695.1,False,False,False,False,False,False,False
NP_189701.3,True,False,False,False,False,False,True
NP_189916.4,False,False,False,False,False,False,False
NP_189930.1,False,False,False,False,False,False,False
NP_189958.1,False,False,False,False,False,False,False
NP_189960.2,False,True,True,True,True,False,False
NP_189967.1,False,False,False,False,False,False,False
NP_189978.1,False,False,False,False,False,False,False
NP_190008.1,False,False,False,True,True,False,False
NP_190024.1,False,False,False,False,False,False,False
NP_190026.1,True,True,True,True,True,True,False
NP_190034.2,False,True,True,True,True,True,False
NP_190049.1,True,True,True,True,True,True,False
NP_190053.3,True,True,True,True,True,True,False
NP_190058.1,True,False,False,False,False,False,True
NP_190074.1,False,False,False,False,False,False,False
NP_190119.1,True,True,True,True,True,False,False
NP_190127.1,True,True,True,True,True,False,False
NP_190128.1,True,True,True,True,True,False,False
NP_190129.2,True,True,True,True,True,False,False
NP_190130.1,True,True,True,True,True,False,False
NP_190150.1,False,True,True,True,True,False,False
NP_190172.1,True,True,True,True,True,False,False
NP_190213.2,False,False,False,False,False,False,False
NP_190235.1,False,False,False,False,False,False,False
NP_190237.1,True,True,True,True,True,True,False
NP_190255.1,True,True,True,True,True,True,False
NP_190257.1,True,True,True,True,True,True,False
NP_190260.1,False,True,True,True,True,False,False
NP_190270.1,False,False,False,False,False,False,False
NP_190391.1,True,True,True,True,True,False,False
NP_190392.1,True,True,True,True,True,False,False
NP_190421.1,False,False,False,False,False,False,False
NP_190457.1,False,False,False,False,False,False,False
NP_190468.1,False,False,False,False,False,False,False
NP_190480.1,False,False,False,False,False,False,False
NP_190481.1,False,False,False,False,False,False,False
NP_190519.1,False,False,False,False,False,False,False
NP_190522.1,False,False,False,False,False,False,False
NP_190555.2,False,False,False,False,False,False,False
NP_190556.2,False,False,False,False,False,False,False
NP_190571.1,False,False,False,False,False,False,False
NP_190614.1,False,False,False,False,False,False,False
NP_190615.1,False,False,False,False,False,False,False
NP_190616.1,False,False,False,False,False,False,False
NP_190662.2,False,False,False,False,False,False,False
NP_190664.1,True,True,True,True,True,True,False
NP_190666.1,False,False,False,False,False,False,False
NP_190716.3,False,False,False,False,False,False,False
NP_190723.1,False,True,True,True,True,False,False
NP_190724.1,True,True,True,True,True,True,False
NP_190725.1,True,True,True,True,True,True,False
NP_190808.1,True,False,False,False,False,False,True
NP_190811.1,True,True,True,True,True,False,False
NP_190813.1,False,False,False,False,False,False,False
NP_190814.1,False,False,False,False,False,False,False
NP_190815.1,False,False,False,True,True,False,False
NP_190821.1,False,True,True,True,True,False,False
NP_190894.1,True,True,True,True,True,False,False
NP_190906.1,True,True,True,True,True,False,False
NP_190949.1,True,True,True,True,True,False,False
NP_190966.1,False,False,False,False,False,False,False
NP_190988.1,False,False,False,False,False,False,False
NP_191010.1,True,True,True,True,True,True,False
NP_191052.2,False,False,False,False,False,False,False
NP_191075.2,False,False,False,False,False,False,False
NP_191103.1,True,True,True,True,True,True,False
NP_191105.2,False,True,True,True,True,False,False
NP_191107.1,False,False,False,False,False,False,False
NP_191114.1,True,True,True,True,True,False,False
NP_191115.1,False,False,False,False,False,False,False
NP_191142.1,False,False,False,False,False,False,False
NP_191143.1,False,False,False,False,False,False,False
NP_191156.1,False,False,False,False,False,False,False
NP_191199.1,False,False,False,False,False,False,False
NP_191230.1,False,False,False,False,False,False,False
NP_191233.1,False,False,False,False,False,False,False
NP_191272.1,False,True,True,True,True,False,False
NP_191286.1,True,True,True,True,True,True,False
NP_191292.1,False,False,False,False,False,False,False
NP_191323.1,False,True,True,False,False,False,False
NP_191329.1,False,True,True,True,True,False,False
NP_191330.1,False,True,True,True,True,False,False
NP_191331.2,False,True,True,True,True,False,False
NP_191332.2,False,True,True,True,True,False,False
NP_191333.1,False,True,True,True,True,False,False
NP_191335.1,False,True,False,False,False,False,False
NP_191336.2,False,True,True,False,False,False,False
NP_191345.1,False,False,False,False,False,False,False
NP_191355.1,False,False,False,False,False,False,False
NP_191356.1,False,False,False,False,False,False,False
NP_191359.1,False,False,False,False,False,False,False
NP_191523.1,False,False,False,False,False,False,False
NP_191525.2,False,False,False,False,False,False,False
NP_191532.1,False,True,True,True,True,False,False
NP_191533.1,True,True,True,True,True,False,False
NP_191534.1,True,True,True,True,True,False,False
NP_191552.2,False,False,False,False,False,False,False
NP_191571.4,False,False,False,False,False,False,False
NP_191573.1,False,False,False,False,False,False,False
NP_191641.1,False,False,False,False,False,False,False
NP_191681.1,False,False,False,False,False,False,False
NP_191685.1,False,False,False,False,False,False,False
NP_191703.1,False,False,False,False,False,False,False
NP_191819.1,False,False,False,False,False,False,False
NP_191837.1,False,False,False,False,False,False,False
NP_191890.1,False,False,False,False,True,False,False
NP_191946.1,False,False,False,False,False,False,False
NP_192008.3,True,False,False,False,False,False,True
NP_192034.1,False,True,True,False,False,False,False
NP_192046.1,False,True,True,True,True,False,False
NP_192124.1,True,False,False,False,False,False,True
NP_192139.1,False,False,False,False,False,False,False
NP_192161.1,False,False,False,False,False,False,False
NP_192169.1,False,False,False,False,False,False,False
NP_192173.1,False,False,False,False,False,False,False
NP_192199.1,False,False,False,False,False,False,False
NP_192232.5,False,True,True,True,True,False,False
NP_192358.1,True,True,True,True,True,False,False
NP_192359.1,True,True,True,True,True,False,False
NP_192360.1,True,True,True,True,True,False,False
NP_192363.1,True,True,True,True,True,False,False
NP_192366.1,True,True,True,True,True,False,False
NP_192387.2,False,False,False,False,False,False,False
NP_192429.1,True,True,True,True,True,False,False
NP_192431.1,False,False,False,True,True,False,False
NP_192588.1,False,True,True,True,True,False,False
NP_192590.1,False,True,True,True,True,False,False
NP_192625.4,True,True,True,True,True,True,False
NP_192626.1,False,False,False,False,False,False,False
NP_192697.1,False,False,False,True,True,False,False
NP_192787.1,False,False,False,False,False,False,False
NP_192788.1,False,False,False,False,False,False,False
NP_192851.1,False,False,False,False,False,False,False
NP_192865.1,False,False,False,False,False,False,False
NP_192867.1,False,False,False,False,False,False,False
NP_192885.1,False,True,True,True,True,False,False
NP_192886.1,True,True,True,True,True,False,False
NP_192887.1,True,True,True,True,True,False,False
NP_192888.1,True,True,True,True,True,False,False
NP_192902.1,True,False,False,False,False,True,False
NP_192913.1,False,False,False,False,False,False,False
NP_192922.1,False,False,False,False,False,False,False
NP_192926.1,False,True,True,True,True,False,False
NP_192927.5,False,True,True,True,True,False,False
NP_192938.1,True,True,True,True,True,True,False
NP_192939.2,True,True,True,True,True,True,False
NP_192984.1,False,False,False,False,False,False,False
NP_192985.1,False,False,False,False,False,False,False
NP_192993.2,False,False,False,False,False,False,False
NP_193008.1,False,False,False,False,False,False,False
NP_193055.2,False,True,True,True,True,False,False
NP_193063.2,False,False,False,False,False,False,False
NP_193065.1,False,False,False,False,False,False,False
NP_193067.3,False,False,False,False,False,False,False
NP_193142.1,False,False,False,False,False,False,False
NP_193144.1,True,True,True,True,True,True,False
NP_193173.5,True,True,True,True,True,True,False
NP_193209.2,False,False,False,False,True,False,False
NP_193268.3,False,False,False,False,False,False,False
NP_193309.1,False,False,False,False,False,False,False
NP_193325.1,False,False,False,False,False,False,False
NP_193361.4,True,True,True,True,True,True,False
NP_193420.2,True,True,True,True,True,True,False
NP_193421.3,False,True,True,True,True,False,False
NP_193424.2,True,True,True,True,True,True,False
NP_193425.1,True,True,True,True,True,True,False
NP_193426.1,False,True,True,True,True,False,False
NP_193427.4,True,True,True,True,True,True,False
NP_193428.2,True,True,True,True,True,True,False
NP_193432.4,True,True,True,True,True,True,False
NP_193451.2,True,True,True,True,True,True,False
NP_193501.2,False,True,True,True,True,False,False
NP_193522.1,False,False,False,False,False,False,False
NP_193570.1,False,False,False,False,False,False,False
NP_193611.1,False,True,True,False,True,False,False
NP_193633.2,False,False,False,False,False,False,False
NP_193639.2,False,False,False,False,False,False,False
NP_193640.4,True,True,True,True,True,True,False
NP_193641.1,False,True,True,False,False,True,False
NP_193685.6,True,True,True,True,True,True,False
NP_193686.5,True,True,True,True,True,True,False
NP_193687.3,True,True,True,True,True,True,False
NP_193701.2,True,True,True,True,True,False,False
NP_193705.1,False,False,False,False,False,False,False
NP_193725.3,False,True,True,True,True,False,False
NP_193773.2,False,False,False,False,False,False,False
NP_193815.2,False,False,False,False,False,False,False
NP_193829.2,False,False,False,False,False,False,False
NP_193855.2,True,True,True,True,True,False,False
NP_193869.1,False,True,True,True,True,False,False
NP_193870.1,False,True,True,True,True,False,False
NP_193872.2,True,True,True,True,True,False,False
NP_193978.2,False,False,False,False,False,False,False
NP_194013.1,False,False,False,False,False,False,False
NP_194041.1,False,False,False,False,False,False,False
NP_194046.2,False,True,True,True,True,False,False
NP_194048.1,False,False,False,False,False,False,False
NP_194050.2,True,True,True,True,True,False,False
NP_194052.2,False,True,True,True,True,False,False
NP_194054.3,True,True,True,True,True,False,False
NP_194058.2,True,True,True,True,True,False,False
NP_194060.3,True,True,True,True,True,False,False
NP_194061.2,False,True,True,True,True,False,False
NP_194062.1,False,True,True,True,True,False,False
NP_194082.2,False,True,True,True,True,False,False
NP_194088.1,False,False,False,False,False,False,False
NP_194112.1,False,False,False,False,False,False,False
NP_194149.2,True,False,False,False,False,True,False
NP_194154.1,False,False,False,False,False,False,False
NP_194177.2,False,False,False,False,False,False,False
NP_194183.1,False,False,False,False,False,False,False
NP_194208.1,False,False,False,False,False,False,False
NP_194227.2,True,False,False,False,False,False,True
NP_194233.1,False,False,False,False,False,False,False
NP_194235.1,False,False,False,False,False,False,False
NP_194241.3,True,True,True,True,True,False,False
NP_194253.2,False,False,False,False,False,False,False
NP_194309.1,True,True,True,True,True,True,False
NP_194319.1,False,False,False,False,False,False,False
NP_194337.1,False,True,True,True,True,False,False
NP_194339.1,True,True,True,True,True,True,False
NP_194342.1,True,True,True,True,True,False,False
NP_194404.1,False,False,False,False,False,False,False
NP_194405.1,False,False,False,False,False,False,False
NP_194456.1,True,False,False,False,False,False,True
NP_194459.4,False,True,True,True,True,False,False
NP_194460.1,False,True,True,True,True,False,False
NP_194542.2,False,False,False,False,False,False,False
NP_194575.2,False,False,False,False,False,False,False
NP_194578.1,True,True,True,True,True,True,False
NP_194620.1,False,False,False,False,False,False,False
NP_194633.1,False,False,False,False,False,False,False
NP_194634.1,True,True,True,True,True,False,False
NP_194643.1,False,False,False,False,False,False,False
NP_194657.1,False,False,False,False,False,False,False
NP_194658.2,False,False,False,False,False,False,False
NP_194659.2,False,False,False,False,False,False,False
NP_194664.1,False,False,False,False,False,False,False
NP_194709.2,True,False,False,False,False,False,True
NP_194710.1,False,True,True,True,True,False,False
NP_194723.1,False,False,False,False,False,False,False
NP_194761.1,True,True,True,True,True,True,False
NP_194773.1,False,False,False,False,False,False,False
NP_194839.2,False,True,True,True,True,False,False
NP_194840.3,False,True,True,True,True,False,False
NP_194847.3,True,False,False,False,False,False,True
NP_194878.1,False,False,False,False,False,False,False
NP_194903.2,False,False,False,False,False,False,False
NP_194925.1,False,False,False,False,False,False,False
NP_195098.1,False,True,True,True,True,True,False
NP_195099.1,True,True,True,True,True,True,False
NP_195165.2,True,False,False,False,False,False,True
NP_195242.1,False,False,False,False,False,False,False
NP_195270.1,False,False,False,False,False,False,False
NP_195273.1,False,False,False,False,False,False,False
NP_195350.5,True,False,False,False,False,False,True
NP_195351.2,True,False,False,False,False,False,True
NP_195417.1,False,False,False,False,False,False,False
NP_195422.3,False,False,False,False,False,False,False
NP_195423.1,False,False,False,False,False,False,False
NP_195432.1,False,False,False,False,False,False,False
NP_195462.3,True,False,False,False,False,False,True
NP_195500.1,False,False,False,False,False,False,False
NP_195506.1,False,False,False,False,False,False,False
NP_195526.1,False,False,False,False,False,False,False
NP_195579.2,False,False,False,False,False,True,False
NP_195585.1,False,False,False,False,False,False,False
NP_195594.1,True,True,True,True,True,False,False
NP_195614.2,False,False,False,False,False,False,False
NP_195637.1,False,False,False,False,False,False,False
NP_195705.1,False,False,False,False,False,False,False
NP_195722.2,False,True,True,True,True,False,False
NP_195774.1,True,True,True,True,True,False,False
NP_195776.2,True,True,True,True,True,False,False
NP_195810.2,False,False,False,False,False,False,False
NP_195849.1,False,True,True,True,True,False,False
NP_195851.2,False,False,False,False,False,False,False
NP_195870.1,True,False,False,False,False,False,True
NP_195934.1,True,True,True,True,True,False,False
NP_195941.2,False,False,False,False,False,False,False
NP_195948.1,False,False,False,False,False,False,False
NP_195952.1,False,True,True,True,True,False,False
NP_195955.1,False,False,False,False,False,False,False
NP_196043.2,True,True,True,True,True,False,False
NP_196092.1,True,True,True,True,True,True,False
NP_196130.1,False,False,False,False,False,False,False
NP_196136.1,False,False,False,False,False,False,False
NP_196138.1,False,False,False,False,False,False,False
NP_196179.1,False,False,False,False,False,False,False
NP_196187.1,False,False,False,False,False,False,False
NP_196189.1,False,False,False,False,False,False,False
NP_196197.1,False,False,False,False,False,False,False
NP_196250.1,False,False,False,False,False,False,False
NP_196251.1,False,False,False,False,True,False,False
NP_196290.1,False,False,False,False,False,False,False
NP_196291.1,False,False,False,False,False,False,False
NP_196296.1,False,False,False,False,False,False,False
NP_196312.1,False,False,False,False,False,False,False
NP_196313.1,False,False,False,False,False,False,False
NP_196356.1,True,False,False,False,False,False,True
NP_196386.1,False,False,False,False,False,False,False
NP_196409.1,False,False,False,False,False,False,False
NP_196429.1,False,False,False,False,False,False,False
NP_196591.2,True,True,True,True,True,True,False
NP_196592.1,False,False,False,False,False,False,False
NP_196600.1,False,False,False,False,False,False,False
NP_196615.1,True,True,True,True,True,False,False
NP_196633.2,True,False,False,False,False,False,True
NP_196637.1,False,False,False,False,False,False,False
NP_196657.1,False,False,False,False,False,False,False
NP_196686.1,False,True,True,True,True,True,False
NP_196688.2,False,False,False,False,False,False,False
NP_196702.1,False,True,True,True,True,False,False
NP_196724.3,False,False,False,False,False,False,False
NP_196750.1,False,False,False,False,False,False,False
NP_196775.1,False,False,False,False,False,False,False
NP_196791.1,False,False,False,False,False,False,False
NP_196805.2,False,False,False,False,False,False,False
NP_196806.2,False,False,False,False,False,False,False
NP_196817.2,True,False,False,False,False,False,True
NP_196820.1,False,True,True,True,True,False,False
NP_196836.1,False,False,False,False,False,False,False
NP_196857.2,False,False,False,True,True,False,False
NP_196966.2,True,False,False,False,False,False,True
NP_197012.1,False,True,True,True,True,False,False
NP_197013.1,False,False,False,False,False,False,False
NP_197017.1,False,True,True,False,True,False,False
NP_197042.2,True,False,False,False,False,False,True
NP_197045.1,False,False,False,False,False,False,False
NP_197104.1,True,True,True,True,True,False,False
NP_197186.1,False,False,False,False,False,False,False
NP_197231.1,False,False,False,False,False,False,False
NP_197270.1,True,True,True,True,True,True,False
NP_197290.1,True,True,True,True,True,True,False
NP_197291.2,True,True,True,True,True,True,False
NP_197298.1,False,True,True,True,True,True,False
NP_197323.1,True,True,True,True,True,True,False
NP_197336.4,True,True,True,True,True,True,False
NP_197337.1,True,True,True,True,True,True,False
NP_197362.1,False,True,True,True,True,False,False
NP_197366.1,False,False,False,False,False,False,False
NP_197441.3,False,False,False,False,False,False,False
NP_197532.3,False,False,False,False,False,False,False
NP_197533.1,True,True,True,True,True,True,False
NP_197534.1,True,True,True,True,True,True,False
NP_197538.2,False,False,False,False,False,False,False
NP_197548.1,False,True,True,True,True,True,False
NP_197590.1,False,False,False,False,False,False,False
NP_197602.2,False,False,False,False,False,False,False
NP_197608.1,False,True,True,True,True,False,False
NP_197609.1,False,False,False,False,False,False,False
NP_197613.2,False,False,False,False,False,False,False
NP_197646.1,False,False,False,False,False,False,False
NP_197649.2,False,False,False,False,False,False,False
NP_197655.1,True,False,False,False,False,False,True
NP_197661.1,True,True,True,True,True,True,False
NP_197678.1,False,False,False,False,False,False,False
NP_197747.1,False,False,False,False,False,False,False
NP_197771.1,False,False,False,False,False,False,False
NP_197783.2,False,False,False,False,False,False,False
NP_197797.1,True,False,False,False,False,False,True
NP_197809.1,False,False,False,False,False,False,False
NP_197841.1,False,False,False,False,False,False,False
NP_197842.1,False,False,False,False,False,False,False
NP_197843.2,False,False,False,False,False,False,False
NP_197847.3,False,False,False,False,False,False,False
NP_197854.1,False,False,False,False,False,False,False
NP_197877.1,False,False,False,False,False,False,False
NP_197878.1,False,False,False,False,False,False,False
NP_197880.3,False,False,False,False,False,False,False
NP_197926.2,False,True,True,True,True,False,False
NP_197963.1,False,True,True,True,True,False,False
NP_197972.2,False,False,False,False,False,False,False
NP_197985.2,True,True,True,True,True,True,False
NP_197989.2,False,True,True,False,False,False,False
NP_198044.2,False,False,False,False,False,False,False
NP_198050.1,False,False,False,False,False,False,False
NP_198094.1,False,False,False,False,False,False,False
NP_198152.1,False,False,False,False,False,False,False
NP_198203.1,False,False,False,False,False,False,False
NP_198319.1,False,False,False,False,False,False,False
NP_198395.1,True,True,True,True,True,True,False
NP_198408.2,False,True,True,True,True,False,False
NP_198505.2,False,False,False,False,False,False,False
NP_198507.1,False,False,False,False,False,False,False
NP_198508.1,False,False,False,False,False,False,False
NP_198509.2,True,True,True,True,True,True,False
NP_198513.1,False,False,False,True,True,False,False
NP_198565.1,False,False,False,False,False,False,False
NP_198588.2,False,False,False,False,False,False,False
NP_198593.1,False,False,False,False,False,False,False
NP_198649.2,False,False,False,False,False,False,False
NP_198650.1,True,True,True,True,True,True,False
NP_198651.1,False,True,True,True,True,True,False
NP_198706.1,False,False,False,False,False,False,False
NP_198774.1,False,False,False,False,False,False,False
NP_198818.1,False,False,False,False,False,True,False
NP_198822.3,True,True,True,True,True,True,False
NP_198825.3,True,True,True,True,True,True,False
NP_198826.1,True,True,True,True,True,True,False
NP_198860.1,False,True,True,True,True,False,False
NP_198893.1,False,False,False,False,False,False,False
NP_198898.2,False,False,False,False,False,False,False
NP_198907.1,True,True,True,True,True,True,False
NP_198915.1,False,False,False,False,False,False,False
NP_198969.1,True,True,True,True,True,True,False
NP_198970.1,False,True,True,True,True,True,False
NP_198988.1,False,True,False,False,False,False,False
NP_198989.2,True,True,True,True,True,True,False
NP_198990.3,True,True,True,True,True,True,False
NP_199027.1,True,True,True,True,True,False,False
NP_199073.1,False,False,False,False,False,False,False
NP_199079.1,False,False,False,False,False,False,False
NP_199088.1,False,False,False,False,False,False,False
NP_199109.1,False,False,False,False,False,False,False
NP_199112.1,False,False,False,False,False,False,False
NP_199160.1,True,True,True,True,True,True,False
NP_199169.1,False,False,False,False,False,False,False
NP_199171.3,False,False,False,False,False,False,False
NP_199172.1,False,False,False,False,False,False,False
NP_199194.1,False,False,False,False,False,False,False
NP_199211.2,False,False,False,False,False,False,False
NP_199216.2,False,False,False,False,False,False,False
NP_199220.1,False,False,False,False,False,False,False
NP_199233.1,False,False,False,False,False,False,False
NP_199234.1,False,False,False,False,False,False,False
NP_199255.1,False,False,False,False,False,False,False
NP_199256.1,False,False,False,False,False,False,False
NP_199264.1,True,True,True,True,True,True,False
NP_199270.1,False,False,False,False,False,False,False
NP_199300.1,True,True,True,True,True,True,False
NP_199318.2,True,True,True,True,True,True,False
NP_199319.1,True,True,True,True,True,True,False
NP_199320.1,True,True,True,True,True,False,False
NP_199321.1,False,True,True,True,True,False,False
NP_199322.1,False,False,False,False,False,False,False
NP_199323.2,False,False,False,False,False,False,False
NP_199324.2,True,True,True,True,True,False,False
NP_199338.1,True,True,True,True,True,True,False
NP_199339.2,True,True,True,True,True,True,False
NP_199354.3,False,False,False,False,False,False,False
NP_199363.3,False,False,False,False,False,False,False
NP_199364.2,False,True,True,True,True,False,False
NP_199365.1,False,False,False,False,False,False,False
NP_199369.2,False,False,False,False,False,False,False
NP_199389.1,False,True,True,False,True,False,False
NP_199430.1,False,False,False,False,False,False,False
NP_199438.1,True,True,True,True,True,True,False
NP_199439.5,True,True,True,True,True,True,False
NP_199445.1,False,True,True,True,True,True,False
NP_199447.1,False,True,True,True,True,False,False
NP_199459.2,True,True,True,True,True,True,False
NP_199463.1,True,True,True,True,True,True,False
NP_199464.2,True,True,True,True,True,True,False
NP_199488.1,False,False,False,False,False,False,False
NP_199491.2,False,False,False,False,False,False,False
NP_199498.2,False,False,False,False,False,False,False
NP_199512.2,False,False,False,False,False,False,False
NP_199518.1,False,True,True,True,True,False,False
NP_199533.1,False,False,False,False,False,False,False
NP_199539.1,True,True,True,True,True,True,False
NP_199566.1,False,False,False,False,False,False,False
NP_199597.1,False,False,False,False,False,False,False
NP_199602.1,True,False,False,False,False,False,True
NP_199660.1,False,False,False,False,False,False,False
NP_199673.1,True,True,True,True,True,True,False
NP_199763.1,False,True,True,False,True,False,False
NP_199836.1,False,False,False,False,False,False,False
NP_199891.4,False,False,False,False,False,False,False
NP_199915.1,False,False,False,False,False,False,False
NP_199919.1,True,False,False,False,False,False,True
NP_199976.2,True,True,True,True,True,True,False
NP_200015.1,False,False,False,False,False,False,False
NP_200093.1,False,False,False,False,False,False,False
NP_200169.1,False,False,False,False,False,False,False
NP_200184.1,False,False,False,False,False,False,False
NP_200187.1,False,False,False,False,False,False,False
NP_200236.1,False,False,False,False,False,False,False
NP_200249.1,False,True,True,True,True,False,False
NP_200350.2,False,False,False,False,False,False,False
NP_200352.2,False,False,False,False,False,False,False
NP_200357.2,False,False,False,False,False,False,False
NP_200394.1,True,True,True,True,True,False,False
NP_200412.1,False,False,False,False,False,False,False
NP_200414.1,False,False,False,False,False,False,False
NP_200416.1,False,False,False,False,False,False,False
NP_200457.1,False,True,True,True,True,False,False
NP_200469.1,False,True,True,True,True,False,False
NP_200471.3,False,False,False,False,False,False,False
NP_200532.1,False,False,False,False,False,False,False
NP_200577.2,False,False,False,False,False,False,False
NP_200617.2,True,True,True,True,True,True,False
NP_200634.1,False,False,False,False,False,False,False
NP_200647.1,False,False,False,False,False,False,False
NP_200648.1,False,False,False,False,False,False,False
NP_200651.1,False,False,False,False,False,False,False
NP_200656.2,True,True,True,True,True,True,False
NP_200668.1,False,False,False,False,False,False,False
NP_200734.1,True,True,True,True,True,False,False
NP_200735.1,True,True,True,True,True,False,False
NP_200791.2,False,False,False,False,False,False,False
NP_200809.4,True,False,False,False,False,False,True
NP_200835.1,True,True,True,True,True,False,False
NP_200836.1,True,True,True,True,True,False,False
NP_200839.1,True,True,True,True,True,False,False
NP_200840.1,True,True,True,True,True,False,False
NP_200849.2,False,False,False,False,False,False,False
NP_200868.2,True,False,False,False,False,False,True
NP_200897.1,False,False,False,False,False,False,False
NP_200909.1,False,False,False,False,False,False,False
NP_200925.1,False,False,False,False,False,False,False
NP_200950.1,False,False,False,False,False,False,False
NP_200968.1,False,False,False,False,False,False,False
NP_200995.1,False,False,False,False,False,False,False
NP_201053.2,False,False,False,False,False,False,False
NP_201107.2,True,True,True,True,True,True,False
NP_201171.1,False,False,False,False,False,False,False
NP_201182.1,False,False,False,False,False,False,False
NP_201189.1,False,False,False,False,False,False,False
NP_201202.2,True,False,False,False,False,False,True
NP_201217.1,False,False,False,False,False,False,False
NP_201249.2,False,False,False,False,False,False,False
NP_201280.1,False,False,False,False,False,False,False
NP_201284.1,True,True,True,True,True,True,False
NP_201309.1,False,False,False,False,False,False,False
NP_201324.1,False,False,False,False,False,False,False
NP_201356.2,False,True,True,True,True,False,False
NP_201363.1,True,True,True,True,True,False,False
NP_201372.2,True,True,True,True,True,True,False
NP_201398.1,False,False,False,False,False,False,False
NP_201408.1,False,False,False,False,False,False,False
NP_201414.1,False,False,False,False,False,False,False
NP_201422.1,False,True,True,True,True,False,False
NP_201517.1,False,False,False,False,False,False,False
NP_201531.1,False,False,False,False,False,False,False
NP_201534.1,False,False,False,False,False,False,False
NP_563622.1,False,False,False,False,False,False,False
NP_563647.1,False,False,False,False,False,False,False
NP_563648.1,False,False,False,False,False,False,False
NP_563653.2,False,False,False,False,False,False,False
NP_563660.1,False,False,False,False,False,False,False
NP_563667.1,False,False,False,False,False,False,False
NP_563685.2,False,True,True,True,True,False,False
NP_563691.1,False,False,False,False,False,False,False
NP_563708.1,False,False,False,False,False,False,False
NP_563748.1,False,False,False,True,False,False,False
NP_563788.1,False,False,False,False,False,False,False
NP_563804.4,False,False,False,False,False,False,False
NP_563806.1,False,False,False,False,False,False,False
NP_563816.1,False,False,False,False,False,False,False
NP_563824.1,True,True,True,True,True,False,False
NP_563835.1,False,False,False,False,False,False,False
NP_563851.1,False,False,False,False,False,False,False
NP_563882.1,False,False,False,False,False,False,False
NP_563915.1,False,False,False,False,False,False,False
NP_563945.2,False,False,False,False,False,False,False
NP_563973.1,False,False,False,False,False,False,False
NP_564001.1,True,False,False,False,False,False,True
NP_564019.1,False,False,False,False,False,False,False
NP_564021.1,False,False,False,False,False,False,False
NP_564075.1,False,False,False,False,False,False,False
NP_564081.1,False,False,False,False,False,False,False
NP_564094.1,False,False,False,False,False,False,False
NP_564119.1,False,False,False,False,False,False,False
NP_564126.1,False,False,False,False,False,False,False
NP_564137.1,True,True,True,True,True,False,False
NP_564153.1,False,False,False,False,False,False,False
NP_564156.1,False,False,False,False,False,False,False
NP_564183.1,False,False,False,False,False,False,False
NP_564244.1,False,False,False,False,False,False,False
NP_564257.1,False,False,False,False,False,False,False
NP_564276.1,False,False,False,False,False,False,False
