protein_id,blastp_default,blastp_filteroff,psiblast_default,psiblast_filteroff
NP_175130.2,82.8,82.4,196.0,186.0
NP_175131.3,0.0,0.0,0.0,0.0
NP_175132.1,0.0,0.0,0.0,0.0
NP_175135.1,0.0,0.0,0.0,0.0
NP_175136.1,0.0,0.0,0.0,0.0
NP_175137.1,0.0,0.0,0.0,0.0
NP_175138.1,0.0,0.0,0.0,0.0
NP_175139.1,247.0,296.0,436.0,551.0
NP_175141.1,0.0,0.0,0.0,0.0
NP_175142.1,0.0,0.0,0.0,0.0
NP_175143.1,0.0,0.0,0.0,0.0
NP_175144.1,0.0,0.0,0.0,0.0
NP_175145.2,0.0,0.0,0.0,0.0
NP_175146.1,0.0,0.0,0.0,34.1
NP_175148.1,0.0,0.0,0.0,0.0
NP_175149.1,0.0,0.0,0.0,0.0
NP_175150.1,0.0,0.0,0.0,0.0
NP_175151.1,0.0,0.0,71.4,80.1
NP_175155.1,0.0,0.0,0.0,0.0
NP_175156.1,0.0,0.0,0.0,0.0
NP_175157.1,0.0,0.0,0.0,0.0
NP_175158.1,0.0,0.0,0.0,0.0
NP_175159.1,0.0,0.0,0.0,0.0
NP_175160.2,0.0,0.0,0.0,0.0
NP_175163.1,0.0,0.0,0.0,31.0
NP_175166.2,0.0,0.0,33.6,0.0
NP_175167.2,0.0,0.0,0.0,0.0
NP_175168.1,0.0,0.0,0.0,0.0
NP_175170.1,127.0,126.0,212.0,216.0
NP_175173.2,0.0,0.0,0.0,0.0
NP_175174.1,0.0,0.0,0.0,0.0
NP_175176.1,0.0,0.0,0.0,0.0
NP_175178.2,0.0,0.0,0.0,0.0
NP_175180.1,0.0,0.0,0.0,52.0
NP_175181.1,0.0,0.0,0.0,49.3
NP_175182.2,0.0,0.0,0.0,0.0
NP_175184.1,0.0,0.0,0.0,0.0
NP_175185.1,0.0,0.0,0.0,0.0
NP_175186.2,0.0,0.0,0.0,0.0
NP_175187.3,0.0,0.0,0.0,0.0
NP_175188.3,0.0,0.0,0.0,0.0
NP_175189.2,0.0,0.0,0.0,0.0
NP_175191.2,0.0,0.0,0.0,0.0
NP_175192.1,0.0,0.0,0.0,0.0
NP_175193.1,0.0,0.0,0.0,0.0
NP_175197.1,0.0,35.0,0.0,37.9
NP_175198.1,0.0,0.0,0.0,0.0
NP_175199.1,0.0,0.0,0.0,0.0
NP_175202.1,0.0,0.0,0.0,0.0
NP_175203.2,0.0,0.0,0.0,0.0
NP_175204.1,0.0,0.0,0.0,0.0
NP_175207.1,0.0,0.0,0.0,0.0
NP_175208.1,0.0,0.0,0.0,0.0
NP_175209.1,0.0,0.0,0.0,0.0
NP_175212.1,0.0,0.0,0.0,0.0
NP_175213.1,0.0,0.0,0.0,0.0
NP_175214.1,0.0,0.0,0.0,0.0
NP_175215.1,0.0,0.0,0.0,0.0
NP_175216.1,0.0,0.0,0.0,0.0
NP_175219.1,0.0,0.0,0.0,0.0
NP_175220.2,0.0,0.0,30.5,0.0
NP_175222.1,0.0,0.0,0.0,0.0
NP_175224.1,42.4,47.8,52.8,70.5
NP_175225.1,244.0,294.0,448.0,571.0
NP_175226.1,0.0,0.0,35.1,30.6
NP_175228.2,0.0,0.0,0.0,0.0
NP_175229.1,0.0,0.0,0.0,0.0
NP_175233.1,0.0,0.0,0.0,0.0
NP_175235.1,0.0,0.0,0.0,0.0
NP_175236.1,0.0,0.0,0.0,0.0
NP_175237.1,0.0,0.0,0.0,0.0
NP_175238.2,0.0,0.0,0.0,0.0
NP_175241.2,0.0,0.0,0.0,0.0
NP_175242.7,0.0,0.0,0.0,0.0
NP_175243.1,0.0,0.0,0.0,0.0
NP_175244.1,0.0,29.3,0.0,36.6
NP_175245.1,0.0,0.0,0.0,0.0
NP_175246.2,0.0,0.0,0.0,0.0
NP_175247.1,0.0,0.0,0.0,0.0
NP_175249.1,0.0,0.0,0.0,0.0
NP_175250.1,0.0,0.0,0.0,0.0
NP_175252.1,0.0,0.0,0.0,0.0
NP_175253.1,0.0,0.0,0.0,0.0
NP_175254.2,0.0,0.0,0.0,0.0
NP_175255.1,220.0,212.0,315.0,301.0
NP_175256.4,192.0,186.0,291.0,278.0
NP_175257.1,0.0,0.0,0.0,0.0
NP_175258.2,0.0,0.0,0.0,0.0
NP_175260.1,95.5,87.4,219.0,204.0
NP_175261.1,0.0,0.0,0.0,0.0
NP_175264.3,0.0,0.0,0.0,0.0
NP_175265.3,0.0,0.0,0.0,0.0
NP_175266.1,0.0,0.0,0.0,0.0
NP_175267.1,0.0,0.0,0.0,0.0
NP_175268.1,0.0,0.0,0.0,0.0
NP_175269.2,0.0,0.0,0.0,34.0
NP_175273.1,0.0,0.0,0.0,41.6
NP_175274.1,0.0,0.0,0.0,0.0
NP_175275.3,0.0,0.0,0.0,0.0
NP_175276.3,0.0,0.0,0.0,0.0
NP_175278.1,0.0,0.0,0.0,0.0
NP_175279.1,0.0,0.0,0.0,0.0
NP_175280.1,0.0,0.0,0.0,0.0
NP_175283.2,0.0,0.0,0.0,27.9
NP_175284.2,0.0,0.0,0.0,0.0
NP_175286.2,0.0,0.0,0.0,0.0
NP_175287.2,33.5,35.8,80.9,82.5
NP_175288.1,0.0,0.0,0.0,0.0
NP_175289.2,0.0,0.0,0.0,0.0
NP_175290.1,0.0,0.0,0.0,0.0
NP_175291.1,0.0,0.0,0.0,0.0
NP_175292.2,0.0,0.0,0.0,0.0
NP_175293.1,0.0,0.0,0.0,0.0
NP_175295.1,0.0,30.0,0.0,55.1
NP_175296.1,0.0,0.0,0.0,0.0
NP_175297.2,0.0,0.0,0.0,0.0
NP_175298.2,0.0,0.0,30.4,0.0
NP_175299.1,0.0,0.0,0.0,0.0
NP_175300.1,0.0,0.0,0.0,29.7
NP_175301.1,0.0,0.0,0.0,0.0
NP_175302.2,0.0,0.0,0.0,0.0
NP_175305.1,0.0,0.0,0.0,0.0
NP_175306.1,0.0,0.0,0.0,0.0
NP_175308.1,0.0,0.0,0.0,0.0
NP_175309.1,0.0,0.0,0.0,0.0
NP_175310.1,0.0,0.0,0.0,0.0
NP_175312.1,0.0,0.0,0.0,0.0
NP_175313.1,0.0,0.0,0.0,0.0
NP_175314.1,0.0,0.0,0.0,0.0
NP_175315.2,0.0,0.0,0.0,0.0
NP_175317.1,0.0,0.0,0.0,0.0
NP_175318.1,0.0,0.0,0.0,0.0
NP_175319.2,0.0,0.0,0.0,0.0
NP_175321.1,0.0,0.0,0.0,0.0
NP_175322.1,0.0,0.0,0.0,46.4
NP_175323.1,0.0,0.0,0.0,0.0
NP_175324.1,0.0,0.0,0.0,0.0
NP_175325.2,0.0,0.0,0.0,0.0
NP_175327.3,0.0,0.0,0.0,39.5
NP_175328.2,0.0,0.0,0.0,0.0
NP_175329.1,0.0,0.0,0.0,0.0
NP_175330.1,0.0,0.0,0.0,0.0
NP_175332.1,0.0,0.0,0.0,0.0
NP_175333.3,0.0,0.0,0.0,0.0
NP_175336.1,236.0,236.0,434.0,439.0
NP_175337.2,0.0,0.0,0.0,0.0
NP_175338.1,0.0,0.0,0.0,0.0
NP_175339.2,0.0,0.0,0.0,0.0
NP_175341.1,0.0,0.0,0.0,0.0
NP_175343.2,0.0,0.0,0.0,0.0
NP_175344.2,85.9,87.0,181.0,175.0
NP_175346.1,0.0,0.0,0.0,0.0
NP_175347.1,0.0,0.0,0.0,0.0
NP_175348.1,0.0,0.0,0.0,0.0
NP_175349.1,0.0,0.0,0.0,0.0
NP_175350.1,0.0,0.0,0.0,0.0
NP_175351.1,0.0,0.0,0.0,0.0
NP_175352.1,0.0,0.0,0.0,0.0
NP_175353.1,257.0,261.0,324.0,339.0
NP_175354.1,0.0,0.0,0.0,0.0
NP_175355.1,0.0,0.0,0.0,0.0
NP_175356.1,0.0,0.0,0.0,0.0
NP_175357.1,0.0,0.0,0.0,0.0
NP_175358.1,0.0,0.0,0.0,49.3
NP_175359.2,0.0,0.0,0.0,0.0
NP_175361.3,0.0,0.0,0.0,29.9
NP_175364.1,0.0,0.0,0.0,0.0
NP_175367.2,0.0,0.0,0.0,28.7
NP_175368.2,0.0,0.0,0.0,0.0
NP_175369.1,0.0,0.0,0.0,0.0
NP_175372.1,108.0,116.0,236.0,243.0
NP_175374.2,0.0,0.0,0.0,0.0
NP_175375.2,0.0,0.0,0.0,0.0
NP_175376.1,0.0,0.0,0.0,0.0
NP_175377.2,0.0,0.0,0.0,0.0
NP_175380.2,0.0,0.0,0.0,0.0
NP_175381.1,110.0,103.0,222.0,214.0
NP_175382.1,0.0,0.0,0.0,0.0
NP_175383.1,0.0,0.0,0.0,29.3
NP_175384.1,0.0,0.0,0.0,40.1
NP_175385.1,0.0,0.0,0.0,0.0
NP_175386.2,28.5,28.9,28.5,28.9
NP_175387.1,0.0,0.0,0.0,0.0
NP_175389.1,0.0,0.0,0.0,0.0
NP_175390.2,0.0,0.0,0.0,0.0
NP_175391.1,0.0,0.0,0.0,0.0
NP_175392.5,0.0,0.0,0.0,0.0
NP_175393.1,0.0,0.0,0.0,0.0
NP_175397.1,112.0,124.0,186.0,213.0
NP_175399.2,0.0,0.0,0.0,0.0
NP_175400.1,0.0,0.0,0.0,0.0
NP_175401.1,0.0,0.0,0.0,0.0
NP_175402.2,0.0,0.0,0.0,0.0
NP_175403.1,0.0,0.0,0.0,0.0
NP_175405.2,0.0,0.0,0.0,0.0
NP_175406.1,0.0,0.0,0.0,0.0
NP_175408.1,0.0,0.0,0.0,0.0
NP_175409.1,0.0,0.0,0.0,0.0
NP_175412.1,0.0,0.0,0.0,0.0
NP_175413.1,0.0,0.0,0.0,0.0
NP_175414.1,0.0,0.0,0.0,0.0
NP_175415.1,0.0,0.0,0.0,0.0
NP_175416.1,0.0,0.0,0.0,0.0
NP_175418.1,0.0,0.0,0.0,0.0
NP_175420.3,0.0,0.0,0.0,0.0
NP_175421.2,0.0,0.0,0.0,0.0
NP_175422.2,0.0,0.0,0.0,0.0
NP_175423.1,0.0,0.0,0.0,0.0
NP_175424.1,0.0,0.0,0.0,0.0
NP_175425.2,0.0,0.0,0.0,0.0
NP_175426.1,0.0,0.0,0.0,0.0
NP_175427.1,135.0,154.0,183.0,209.0
NP_175428.1,149.0,164.0,207.0,238.0
NP_175429.1,0.0,0.0,0.0,0.0
NP_175430.1,0.0,0.0,0.0,0.0
NP_175431.1,0.0,0.0,0.0,0.0
NP_175432.2,0.0,0.0,0.0,0.0
NP_175433.2,0.0,0.0,38.5,42.0
NP_175435.1,0.0,0.0,0.0,0.0
NP_175437.1,300.0,318.0,621.0,649.0
NP_175438.2,0.0,0.0,0.0,30.2
NP_175439.2,0.0,0.0,0.0,0.0
NP_175444.2,0.0,0.0,0.0,0.0
NP_175445.1,0.0,0.0,0.0,0.0
NP_175446.2,0.0,0.0,0.0,0.0
NP_175449.1,0.0,0.0,0.0,0.0
NP_175451.1,0.0,0.0,0.0,0.0
NP_175452.1,0.0,0.0,0.0,0.0
NP_175453.2,0.0,0.0,0.0,0.0
NP_175454.1,0.0,0.0,0.0,0.0
NP_175456.1,0.0,0.0,0.0,0.0
NP_175457.1,0.0,0.0,0.0,0.0
NP_175459.1,0.0,0.0,0.0,33.2
NP_175460.1,0.0,0.0,0.0,0.0
NP_175463.1,0.0,0.0,0.0,0.0
NP_175464.1,0.0,0.0,0.0,0.0
NP_175469.2,0.0,0.0,0.0,0.0
NP_175471.1,0.0,0.0,0.0,0.0
NP_175473.1,0.0,0.0,0.0,0.0
NP_175474.1,0.0,0.0,0.0,0.0
NP_175475.2,0.0,0.0,0.0,31.3
NP_175476.2,130.0,191.0,307.0,372.0
NP_175477.1,0.0,0.0,0.0,0.0
NP_175479.1,0.0,0.0,0.0,0.0
NP_175480.1,0.0,0.0,0.0,0.0
NP_175481.1,0.0,0.0,0.0,0.0
NP_175482.1,0.0,0.0,0.0,0.0
NP_175483.1,0.0,0.0,0.0,0.0
NP_175484.1,0.0,0.0,0.0,0.0
NP_175485.1,100.0,93.6,245.0,243.0
NP_175486.2,0.0,0.0,0.0,0.0
NP_175487.1,0.0,0.0,0.0,0.0
NP_175488.2,0.0,0.0,0.0,42.1
NP_175491.1,0.0,0.0,0.0,0.0
NP_175492.1,0.0,0.0,0.0,0.0
NP_175493.1,0.0,0.0,0.0,34.4
NP_175494.1,0.0,0.0,0.0,0.0
NP_175496.1,0.0,0.0,0.0,0.0
NP_175497.1,0.0,33.9,0.0,33.9
NP_175498.2,0.0,0.0,0.0,0.0
NP_175500.1,0.0,0.0,0.0,31.4
NP_175501.1,0.0,0.0,0.0,0.0
NP_175502.2,0.0,0.0,0.0,0.0
NP_175504.2,0.0,0.0,0.0,0.0
NP_175505.1,0.0,0.0,0.0,0.0
NP_175506.1,0.0,0.0,0.0,0.0
NP_175507.1,0.0,0.0,0.0,0.0
NP_175508.2,0.0,0.0,0.0,0.0
NP_175509.1,0.0,0.0,0.0,0.0
NP_175510.2,0.0,0.0,0.0,0.0
NP_175511.1,0.0,0.0,43.1,43.1
NP_175512.2,141.0,142.0,238.0,222.0
NP_175513.2,0.0,0.0,0.0,0.0
NP_175515.2,0.0,0.0,0.0,0.0
NP_175516.1,0.0,0.0,0.0,0.0
NP_175517.1,0.0,0.0,0.0,0.0
NP_175518.1,0.0,0.0,0.0,0.0
NP_175519.1,0.0,0.0,0.0,0.0
NP_175520.1,0.0,0.0,0.0,46.3
NP_175522.2,0.0,0.0,0.0,0.0
NP_175524.1,0.0,0.0,0.0,0.0
NP_175525.1,0.0,0.0,0.0,0.0
NP_175527.2,0.0,0.0,0.0,0.0
NP_175528.1,0.0,0.0,0.0,0.0
NP_175530.2,0.0,0.0,0.0,0.0
NP_175532.1,0.0,0.0,0.0,0.0
NP_175533.1,0.0,0.0,0.0,0.0
NP_175534.1,0.0,0.0,0.0,0.0
NP_175535.2,0.0,0.0,0.0,0.0
NP_175536.2,0.0,0.0,0.0,0.0
NP_175537.1,0.0,0.0,0.0,0.0
NP_175538.3,142.0,136.0,204.0,206.0
NP_175542.2,0.0,0.0,0.0,0.0
NP_175544.1,0.0,0.0,0.0,0.0
NP_175546.1,0.0,0.0,0.0,0.0
NP_175547.1,0.0,0.0,0.0,0.0
NP_175548.4,0.0,0.0,45.5,75.1
NP_175549.1,0.0,0.0,0.0,0.0
NP_175550.2,0.0,0.0,0.0,0.0
NP_175552.2,0.0,0.0,0.0,0.0
NP_175553.1,0.0,0.0,0.0,0.0
NP_175554.2,0.0,0.0,0.0,0.0
NP_175556.1,0.0,0.0,0.0,0.0
NP_175557.1,0.0,0.0,34.3,33.9
NP_175558.3,0.0,0.0,0.0,0.0
NP_175559.2,676.0,670.0,821.0,825.0
NP_175561.1,0.0,0.0,33.6,33.2
NP_175563.1,0.0,0.0,0.0,0.0
NP_175564.1,0.0,0.0,0.0,0.0
NP_175565.2,0.0,0.0,0.0,0.0
NP_175567.1,0.0,0.0,0.0,0.0
NP_175568.1,0.0,0.0,0.0,0.0
NP_175569.1,0.0,0.0,0.0,41.3
NP_175570.1,0.0,0.0,0.0,0.0
NP_175573.2,134.0,133.0,229.0,225.0
NP_175574.2,0.0,0.0,0.0,0.0
NP_175575.1,0.0,0.0,33.5,40.9
NP_175576.1,0.0,0.0,0.0,0.0
NP_175577.1,97.1,93.2,204.0,205.0
NP_175578.2,0.0,0.0,0.0,0.0
NP_175579.1,0.0,0.0,0.0,0.0
NP_175581.1,0.0,0.0,0.0,0.0
NP_175583.2,0.0,0.0,0.0,0.0
NP_175584.1,0.0,0.0,0.0,0.0
NP_175587.1,0.0,0.0,0.0,0.0
NP_175588.2,0.0,0.0,0.0,0.0
NP_175589.1,0.0,0.0,0.0,0.0
NP_175591.1,230.0,225.0,385.0,397.0
NP_175592.2,237.0,232.0,417.0,424.0
NP_175593.2,242.0,235.0,414.0,424.0
NP_175594.2,236.0,232.0,417.0,424.0
NP_175595.2,238.0,237.0,396.0,402.0
NP_175597.1,242.0,239.0,441.0,440.0
NP_175598.1,227.0,224.0,391.0,408.0
NP_175599.1,196.0,191.0,333.0,325.0
NP_175600.3,231.0,229.0,397.0,407.0
NP_175601.2,214.0,211.0,393.0,401.0
NP_175602.1,0.0,0.0,0.0,0.0
NP_175603.2,204.0,198.0,367.0,372.0
NP_175604.1,0.0,0.0,0.0,0.0
NP_175605.1,0.0,0.0,0.0,0.0
NP_175606.2,278.0,277.0,312.0,368.0
NP_175607.1,0.0,0.0,0.0,0.0
NP_175608.1,0.0,0.0,0.0,0.0
NP_175609.1,0.0,0.0,0.0,0.0
NP_175610.1,0.0,0.0,0.0,0.0
NP_175611.1,0.0,0.0,0.0,0.0
NP_175612.1,0.0,0.0,0.0,0.0
NP_175615.1,0.0,29.6,0.0,51.7
NP_175616.1,0.0,0.0,0.0,0.0
NP_175617.2,0.0,0.0,0.0,0.0
NP_175618.2,0.0,0.0,0.0,0.0
NP_175619.2,0.0,0.0,0.0,0.0
NP_175622.3,0.0,0.0,0.0,0.0
NP_175623.2,0.0,0.0,0.0,0.0
NP_175624.2,0.0,0.0,0.0,0.0
NP_175625.1,0.0,0.0,0.0,0.0
NP_175627.1,0.0,0.0,0.0,0.0
NP_175628.2,0.0,0.0,0.0,31.6
NP_175629.1,0.0,0.0,0.0,0.0
NP_175630.1,0.0,0.0,0.0,0.0
NP_175633.1,0.0,0.0,0.0,0.0
NP_175634.6,0.0,0.0,0.0,0.0
NP_175636.2,0.0,0.0,0.0,0.0
NP_175637.1,0.0,0.0,0.0,0.0
NP_175638.1,0.0,0.0,32.4,32.8
NP_175639.1,281.0,281.0,345.0,338.0
NP_175640.1,0.0,0.0,0.0,0.0
NP_175641.1,184.0,179.0,285.0,283.0
NP_175643.1,0.0,0.0,0.0,0.0
NP_175644.1,0.0,0.0,0.0,0.0
NP_175645.1,0.0,0.0,0.0,0.0
NP_175648.2,0.0,0.0,0.0,0.0
NP_175649.1,0.0,0.0,0.0,0.0
NP_175651.1,0.0,0.0,0.0,0.0
NP_175652.1,0.0,0.0,0.0,0.0
NP_175653.2,0.0,0.0,0.0,0.0
NP_175654.1,0.0,0.0,0.0,0.0
NP_175655.2,0.0,0.0,0.0,0.0
NP_175656.2,0.0,0.0,0.0,0.0
NP_175658.5,0.0,0.0,0.0,0.0
NP_175660.2,0.0,0.0,0.0,0.0
NP_175661.1,0.0,0.0,30.8,0.0
NP_175662.2,0.0,0.0,0.0,0.0
NP_175665.1,0.0,0.0,0.0,0.0
NP_175666.1,0.0,0.0,0.0,0.0
NP_175667.1,0.0,0.0,0.0,30.5
NP_175669.1,0.0,0.0,0.0,0.0
NP_175671.1,0.0,0.0,0.0,0.0
NP_175672.2,0.0,0.0,0.0,0.0
NP_175673.1,0.0,0.0,0.0,0.0
NP_175674.3,0.0,0.0,43.5,69.8
NP_175675.4,233.0,236.0,310.0,317.0
NP_175678.1,0.0,0.0,0.0,0.0
NP_175679.2,0.0,0.0,0.0,0.0
NP_175680.2,0.0,0.0,0.0,0.0
NP_175682.2,0.0,0.0,0.0,0.0
NP_175683.1,0.0,0.0,0.0,0.0
NP_175684.3,0.0,0.0,0.0,0.0
NP_175685.1,0.0,0.0,0.0,0.0
NP_175686.1,0.0,0.0,0.0,0.0
NP_175687.2,0.0,0.0,0.0,0.0
NP_175688.1,0.0,0.0,0.0,0.0
NP_175689.1,0.0,0.0,0.0,0.0
NP_175690.1,0.0,0.0,0.0,0.0
NP_175691.1,0.0,0.0,0.0,0.0
NP_175692.1,0.0,0.0,0.0,0.0
NP_175696.1,0.0,0.0,0.0,0.0
NP_175697.1,0.0,0.0,0.0,0.0
NP_175698.1,85.5,86.7,129.0,143.0
NP_175700.2,0.0,0.0,0.0,0.0
NP_175703.1,0.0,0.0,0.0,0.0
NP_175705.1,0.0,28.5,0.0,28.5
NP_175706.1,0.0,0.0,0.0,0.0
NP_175708.2,0.0,0.0,0.0,0.0
NP_175709.1,0.0,0.0,0.0,0.0
NP_175711.1,0.0,0.0,0.0,0.0
NP_175712.2,0.0,0.0,0.0,35.5
NP_175713.1,168.0,164.0,289.0,286.0
NP_175714.1,0.0,0.0,0.0,28.6
NP_175715.1,0.0,0.0,0.0,0.0
NP_175716.1,0.0,0.0,0.0,0.0
NP_175717.1,0.0,0.0,62.0,63.5
NP_175718.2,0.0,0.0,0.0,0.0
NP_175719.1,0.0,0.0,0.0,30.2
NP_175721.1,0.0,0.0,0.0,0.0
NP_175722.1,0.0,0.0,0.0,0.0
NP_175723.1,0.0,0.0,0.0,0.0
NP_175724.2,83.6,85.5,206.0,209.0
NP_175725.1,0.0,0.0,0.0,0.0
NP_175726.1,0.0,0.0,0.0,0.0
NP_175727.2,0.0,0.0,0.0,0.0
NP_175728.2,0.0,0.0,0.0,0.0
NP_175732.2,0.0,0.0,0.0,0.0
NP_175733.2,0.0,28.9,0.0,67.1
NP_175734.1,0.0,30.4,35.5,35.4
NP_175736.2,0.0,0.0,0.0,0.0
NP_175737.1,0.0,0.0,0.0,33.3
NP_175738.1,0.0,0.0,0.0,0.0
NP_175740.1,0.0,0.0,0.0,0.0
NP_175741.1,0.0,0.0,0.0,0.0
NP_175743.1,0.0,0.0,0.0,0.0
NP_175744.1,0.0,0.0,0.0,0.0
NP_175745.4,0.0,0.0,31.6,31.6
NP_175747.2,270.0,264.0,480.0,536.0
NP_175749.1,253.0,269.0,481.0,535.0
NP_175752.1,0.0,0.0,0.0,0.0
NP_175753.1,0.0,0.0,0.0,0.0
NP_175754.2,0.0,0.0,0.0,0.0
NP_175756.2,330.0,334.0,330.0,334.0
NP_175757.1,0.0,0.0,0.0,0.0
NP_175758.2,0.0,0.0,0.0,0.0
NP_175759.1,0.0,0.0,0.0,0.0
NP_175760.1,0.0,0.0,0.0,0.0
NP_175765.2,0.0,0.0,0.0,0.0
NP_175766.1,0.0,0.0,0.0,0.0
NP_175767.2,0.0,0.0,0.0,0.0
NP_175769.1,0.0,0.0,0.0,0.0
NP_175770.4,0.0,0.0,0.0,0.0
NP_175772.1,0.0,0.0,0.0,0.0
NP_175774.1,51.6,53.1,165.0,158.0
NP_175775.2,0.0,0.0,0.0,0.0
NP_175776.2,0.0,0.0,0.0,0.0
NP_175777.1,180.0,185.0,362.0,377.0
NP_175778.1,0.0,0.0,58.9,58.1
NP_175779.1,0.0,0.0,0.0,0.0
NP_175780.1,0.0,0.0,0.0,0.0
NP_175781.4,0.0,0.0,47.4,51.6
NP_175782.2,0.0,0.0,0.0,0.0
NP_175785.1,0.0,0.0,0.0,0.0
NP_175786.1,0.0,0.0,0.0,0.0
NP_175787.1,0.0,0.0,0.0,0.0
NP_175788.1,0.0,0.0,0.0,0.0
NP_175789.2,0.0,0.0,0.0,0.0
NP_175794.1,0.0,0.0,0.0,0.0
NP_175795.2,0.0,0.0,0.0,0.0
NP_175796.1,0.0,0.0,0.0,0.0
NP_175797.2,0.0,0.0,0.0,0.0
NP_175798.2,0.0,0.0,0.0,0.0
NP_175799.2,0.0,0.0,0.0,0.0
NP_175801.1,0.0,0.0,0.0,0.0
NP_175802.1,0.0,0.0,0.0,0.0
NP_175804.1,0.0,0.0,0.0,0.0
NP_175805.1,0.0,0.0,0.0,0.0
NP_175806.3,0.0,0.0,0.0,0.0
NP_175807.1,0.0,0.0,0.0,0.0
NP_175809.1,0.0,0.0,0.0,0.0
NP_175810.1,0.0,0.0,0.0,0.0
NP_175811.1,0.0,0.0,0.0,0.0
NP_175812.1,0.0,0.0,0.0,0.0
NP_175816.1,0.0,0.0,0.0,0.0
NP_175818.1,0.0,0.0,0.0,0.0
NP_175819.1,0.0,0.0,0.0,35.9
NP_175820.2,0.0,0.0,0.0,0.0
NP_175822.1,0.0,0.0,0.0,0.0
NP_175823.1,0.0,0.0,0.0,0.0
NP_175825.2,0.0,0.0,0.0,0.0
NP_175826.2,0.0,0.0,0.0,0.0
NP_175827.1,0.0,0.0,0.0,0.0
NP_175828.1,0.0,0.0,0.0,0.0
NP_175829.1,0.0,0.0,0.0,0.0
NP_175830.1,0.0,0.0,0.0,0.0
NP_175831.1,0.0,0.0,0.0,0.0
NP_175832.1,0.0,0.0,0.0,0.0
NP_175835.2,0.0,0.0,0.0,0.0
NP_175836.1,0.0,0.0,0.0,0.0
NP_175837.2,0.0,0.0,0.0,0.0
NP_175838.4,0.0,0.0,0.0,0.0
NP_175839.2,0.0,0.0,0.0,0.0
NP_175842.4,0.0,0.0,0.0,0.0
NP_175843.1,0.0,0.0,0.0,0.0
NP_175844.1,0.0,0.0,0.0,0.0
NP_175846.3,0.0,0.0,0.0,0.0
NP_175847.1,0.0,0.0,0.0,0.0
NP_175849.2,77.4,92.8,162.0,211.0
NP_175851.1,0.0,0.0,0.0,0.0
NP_175852.1,0.0,0.0,0.0,0.0
NP_175853.1,104.0,104.0,214.0,205.0
NP_175855.1,0.0,0.0,0.0,0.0
NP_175856.1,27.7,30.0,126.0,149.0
NP_175858.1,0.0,0.0,34.3,36.3
NP_175860.1,0.0,0.0,0.0,0.0
NP_175861.2,0.0,0.0,0.0,0.0
NP_175862.1,177.0,172.0,288.0,281.0
NP_175863.2,0.0,0.0,0.0,0.0
NP_175865.1,0.0,0.0,0.0,0.0
NP_175866.3,0.0,0.0,0.0,0.0
NP_175868.1,0.0,0.0,0.0,0.0
NP_175871.1,0.0,0.0,0.0,0.0
NP_175873.2,0.0,0.0,0.0,0.0
NP_175874.1,0.0,0.0,0.0,0.0
NP_175875.1,0.0,0.0,0.0,0.0
NP_175879.2,229.0,223.0,321.0,315.0
NP_175880.1,0.0,0.0,0.0,0.0
NP_175881.2,0.0,0.0,0.0,0.0
NP_175882.2,0.0,0.0,0.0,0.0
NP_175886.1,0.0,0.0,0.0,0.0
NP_175890.1,0.0,0.0,0.0,0.0
NP_175891.1,0.0,0.0,0.0,0.0
NP_175894.5,97.8,94.7,221.0,211.0
NP_175895.1,0.0,0.0,0.0,78.4
NP_175896.1,0.0,0.0,0.0,0.0
NP_175899.1,0.0,0.0,0.0,0.0
NP_175900.1,0.0,0.0,0.0,0.0
NP_175901.1,0.0,0.0,80.1,82.8
NP_175903.2,0.0,0.0,0.0,0.0
NP_175904.1,0.0,0.0,0.0,0.0
NP_175905.2,0.0,30.8,0.0,30.8
NP_175906.1,0.0,0.0,0.0,0.0
NP_175907.2,0.0,0.0,0.0,0.0
NP_175909.1,0.0,0.0,0.0,0.0
NP_175910.2,0.0,0.0,0.0,0.0
NP_175911.1,0.0,0.0,0.0,0.0
NP_175914.1,0.0,0.0,0.0,0.0
NP_175916.1,261.0,254.0,337.0,331.0
NP_175917.1,0.0,0.0,0.0,0.0
NP_175918.1,0.0,0.0,0.0,0.0
NP_175919.1,0.0,0.0,0.0,32.7
NP_175920.2,0.0,0.0,0.0,0.0
NP_175924.2,0.0,0.0,0.0,0.0
NP_175925.1,0.0,0.0,0.0,32.8
NP_175926.1,0.0,0.0,0.0,0.0
NP_175929.3,0.0,0.0,0.0,0.0
NP_175931.2,0.0,0.0,0.0,0.0
NP_175932.2,0.0,0.0,0.0,0.0
NP_175933.1,0.0,0.0,0.0,0.0
NP_175935.1,0.0,28.1,0.0,28.3
NP_175936.1,0.0,29.6,31.0,33.6
NP_175940.1,0.0,0.0,0.0,0.0
NP_175941.1,0.0,27.7,0.0,27.7
NP_175945.1,0.0,0.0,0.0,0.0
NP_175947.1,0.0,0.0,0.0,0.0
NP_175948.1,0.0,0.0,0.0,0.0
NP_175953.1,0.0,0.0,0.0,0.0
NP_175954.1,0.0,0.0,0.0,0.0
NP_175955.1,0.0,0.0,67.0,90.1
NP_175956.1,119.0,125.0,132.0,164.0
NP_175957.1,438.0,459.0,775.0,813.0
NP_175959.1,0.0,0.0,0.0,0.0
NP_175960.1,0.0,0.0,0.0,0.0
NP_175961.1,0.0,0.0,0.0,0.0
