Entry	RefSeq
Q9FXA4	NP_175400.1;
Q9FXA9	NP_001319256.1;NP_176050.1;
Q9FZ31	NP_175899.1;
Q9LET3	NP_191233.1;
Q9LEU4	NP_196657.1;
Q9LEW3	NP_196637.1;
Q9LFN1	NP_196686.1;
Q9LHA1	NP_189516.1;
Q9LIF9	NP_188774.2;
Q9LKR7	NP_198203.1;
Q9LNV5	NP_563788.1;
Q9LPU6	NP_173535.1;
Q9LQ54	
Q9LRR4	NP_001319549.1;NP_188065.1;
Q9LRR5	NP_188064.1;
Q9LT79	NP_566632.1;
Q9LUH3	NP_188997.1;
Q9LUJ8	NP_198825.3;
Q9LUQ3	NP_188158.4 [Q9LUQ3-1];
Q9LVT3	
Q9LVT4	
Q9LXG8	NP_197017.1;
Q9LY61	NP_191143.1;
Q9LZV6	NP_195810.2;
Q9M1C9	NP_191573.1;
Q9M1D1	NP_191571.4;
Q9M2D8	NP_191685.1;
Q9M2M0	NP_191286.1;
Q9M2P8	NP_191359.1;
Q9M2T2	NP_191107.1;
Q9S7L5	NP_177631.1;
Q9S9P2	NP_173044.1;NP_973838.1;
Q9SAB6	NP_172627.2 [Q9SAB6-1];
Q9SAV0	NP_175616.1;
Q9SCS7	NP_190616.1;
Q9SCS8	NP_190615.1;
Q9SCS9	NP_190614.1;
Q9SCX7	
Q9SGA6	NP_186857.1;
Q9SH22	
Q9SHF2	NP_174414.1;
Q9SI85	
Q9SIE3	
Q9SJ52	NP_181142.1;
Q9SJ85	NP_178551.2;
Q9SJA8	NP_565574.1;
Q9SKK2	NP_001325073.1;
Q9SKZ2	NP_565735.1;
Q9SNE1	
Q9SRL2	NP_001326087.1;
Q9SRN1	NP_566395.1;
Q9SS01	NP_176763.1;
Q9SSK9	NP_849875.1 [Q9SSK9-1];
Q9SSM2	
Q9STE5	NP_190255.1;
Q9STF0	NP_190260.1;
Q9SU33	
Q9SUS1	
Q9SVY6	NP_191331.2;
Q9SVZ0	NP_001030879.1;NP_001030880.1;NP_001319784.1;NP_191335.1;
Q9SVZ6	NP_194319.1;
Q9SX38	
Q9SY14	NP_192199.1;
Q9SYD8	NP_175547.1;
Q9SZA7	NP_001031781.1;NP_001320123.1;
Q9T0K0	NP_193065.1;
Q9T0K2	NP_193067.3 [Q9T0K2-1];
Q9XIF0	
Q9ZNS4	NP_179064.1;
Q9ZQR8	NP_179062.1 [Q9ZQR8-1];NP_973456.1;
Q9ZUK7	NP_001318226.1;
Q9ZUL7	NP_178321.1;
Q9ZUL8	NP_178322.1;
Q9ZVD2	NP_565634.1;NP_973540.1;
Q9ZVF3	NP_565264.1;
Q9ZW09	NP_180485.1;
U3PL99	
A0A178VHR9	NP_001327270.1;NP_001327273.1;
A0A178VMD8	NP_001327271.1;NP_001327272.1;NP_001327274.1;
A0A178VSD8	
A0A178VY62	
A0A1I9LME7	
A0A1I9LNB0	
A0A1I9LNG9	NP_001326175.1;
A0A1I9LP82	NP_001326420.1;NP_001326421.1;
A0A1I9LP83	NP_001326422.1;
A0A1I9LRL2	NP_001327206.1;
A0A1I9LRR8	
A0A1P8AM91	
A0A1P8AM92	
A0A1P8AN03	
A0A1P8AN06	
A0A1P8AN12	
A0A1P8AN24	
A0A1P8AN35	
A0A1P8AN87	
A0A1P8APG9	NP_001320915.1;
A0A1P8APL9	NP_001321031.1;
A0A1P8AQG9	
A0A1P8AQN4	NP_001321370.1;
A0A1P8AR74	
A0A1P8ARZ8	
A0A1P8AS39	
A0A1P8ASU6	NP_001322027.1;
A0A1P8ATK9	NP_001322306.1;
A0A1P8ATL0	NP_001322307.1;
A0A1P8AUH2	NP_001322616.1;NP_001322618.1;
A0A1P8AUI9	NP_001322619.1;
A0A1P8AUK5	NP_001322614.1;NP_001322615.1;NP_001322617.1;
A0A1P8AV99	NP_001322856.1;
A0A1P8AVL2	
A0A1P8AWT8	
A0A1P8AWX9	NP_001323381.1;
A0A1P8AXY5	
A0A1P8AY38	
A0A1P8B1F4	
A0A1P8B2R2	NP_001325299.1;
A0A1P8B2U6	NP_001325297.1;NP_001325298.1;
A0A1P8B3D0	NP_001328019.1;
A0A1P8B3E1	NP_001328020.1;
A0A1P8B3F0	NP_001328021.1;
A0A1P8B3F3	NP_001328022.1;
A0A1P8B3T4	NP_001328177.1;
A0A1P8B420	
A0A1P8B489	NP_001328289.1;
A0A1P8B4P2	
A0A1P8B4R0	NP_001328457.1;
A0A1P8B5M1	NP_001328763.1;
A0A1P8B697	NP_001328968.1;
A0A1P8B6A1	NP_001328966.1;
A0A1P8B6A5	NP_001328967.1;NP_001328969.1;NP_001328970.1;
A0A1P8B6H3	NP_001329037.1;NP_001329043.1;
A0A1P8B6H5	NP_001329036.1;
A0A1P8B6I0	NP_001329038.1;NP_001329042.1;
A0A1P8B6I2	NP_001329041.1;
A0A1P8B6I4	NP_001329039.1;NP_001329040.1;
A0A1P8B6M8	
A0A1P8B6Q6	NP_001329119.1;
A0A1P8B6R0	NP_001329118.1;
A0A1P8B6Z8	NP_001329203.1;
A0A1P8B713	
A0A1P8B7M2	
A0A1P8B7Y9	NP_001329527.1;
A0A1P8B8A2	NP_001329614.1;NP_193173.5;
A0A1P8B8D2	NP_001329653.1;
A0A1P8B8D3	NP_001329652.1;
A0A1P8B8D4	NP_001329654.1;NP_001329656.1;
A0A1P8B8E0	NP_001329655.1;
A0A1P8B8F0	NP_001329659.1;
A0A1P8B8G3	NP_001329689.1;
A0A1P8B8G5	NP_001329658.1;
A0A1P8B8K1	NP_001329720.1;
A0A1P8B8K4	NP_001329721.1;
A0A1P8B8K8	NP_001329722.1;
A0A1P8B8L1	NP_001329719.1;
A0A1P8B919	NP_001329881.1;
A0A1P8B920	NP_001329873.1;NP_001329883.1;
A0A1P8B927	NP_001329874.1;NP_001329877.1;
A0A1P8B928	NP_001329875.1;NP_001329882.1;
A0A1P8B934	NP_001329880.1;
A0A1P8B944	NP_001329890.1;
A0A1P8B9T9	NP_001330139.1;
A0A1P8B9V7	NP_001330138.1;
A0A1P8B9W4	NP_001330140.1;
A0A1P8BA65	
A0A1P8BA80	
A0A1P8BA82	
A0A1P8BA91	
A0A1P8BA95	
A0A1P8BAG7	NP_001330323.1;
A0A1P8BAZ5	
A0A1P8BBL9	NP_001330708.1;
A0A1P8BBM6	NP_001330713.1;
A0A1P8BBN1	NP_001330714.1;
A0A1P8BBP6	NP_001330712.1;
A0A1P8BC84	NP_001330914.1;
A0A1P8BC95	NP_001330925.1;NP_199498.2;
A0A1P8BDG8	NP_001331309.1;
A0A1P8BDI0	NP_001331316.1;
A0A1P8BDK0	NP_001331343.1;
A0A1P8BDK2	NP_001331342.1;
A0A1P8BDM2	NP_001331362.1;
A0A1P8BDP8	NP_001331341.1;
A0A1P8BE24	NP_001331503.1;
A0A1P8BE44	NP_001331490.1;NP_001331492.1;
A0A1P8BE50	NP_001331514.1;
A0A1P8BEL2	NP_001331671.1;
A0A1P8BES3	NP_001331726.1;
A0A1P8BEY7	NP_001331804.1;
A0A1P8BFL2	NP_001331999.1;
A0A1P8BFM2	NP_001318538.1;NP_001332026.1;
A0A1P8BG45	
A0A1P8BGA7	
A0A1P8BGG0	NP_001332263.1;
A0A1P8BH45	NP_001332492.1;
A0A1P8BH86	NP_001332491.1;
A0A1Y1BZS1	NP_199464.2;
A0A1Y1BZV2	
A0A2H1ZEM2	NP_001319904.1;
A0A2H1ZEP2	NP_001319993.1;
A0A3T1AK67	
A0A654FCP3	
A0A654FE24	
A0A866WJT1	
A0A866WJV3	
A0A866WK15	
A0A866WKT2	
A0A866WKU2	
A0A866WL05	
A0A866WLB1	
A0A866WLD3	
A0A866WLH8	
A0A866WLJ6	
A0A866WLP0	
A0A866WLP6	
A0A866WLS9	
A0A866WLZ2	
A0A866WM17	
A0A866WM26	
A0A866WMI9	
A0A866WMJ8	
A0A866WMT3	
A0A866WMU5	
A0A866WMX3	
A0A866WMX8	
A0A866WN22	
A0A866WN42	
A1L4W8	NP_180459.2;
A7LKN1	
A7LKN2	
A8MQN0	NP_001078034.1;
A8MR01	NP_001078506.1;
A8MRC8	NP_680455.2;
A8MRK0	
A8MRP4	NP_001077526.1;
A9QGV6	
B3H4T8	NP_001329657.1;NP_192939.2;
B3H6R0	NP_001117268.1;
B3LFA7	
B7U881	
B7U882	
B7U883	
B7U884	
B7U885	
B7U887	
B7U888	
B9DGL3	
B9DGT8	
B9DHZ6	
B9DI69	
C0KJS9	
C0Z2R3	
C0Z3I1	
D5K221	
D5K223	
D9IW02	
D9UBG0	
D9UBI3	
D9UBX8	
D9UBY1	
D9UBY7	
D9UBY9	
D9UBZ5	
E5LCH8	
F4HQQ0	NP_001318944.1;
F4HVB3	NP_001154440.1;
F4HVC5	NP_001319285.1;
F4HVJ0	NP_849859.1;
F4HX37	NP_564789.1;
F4I270	
F4I3Q6	NP_176561.2;
F4I6P6	
F4I7F8	
F4I924	NP_001323034.1;NP_001323035.1;NP_973852.1;
F4I9F1	
F4IAH8	NP_172647.2;
F4IBL4	
F4IBZ8	NP_973768.1;
F4IDU9	
F4IDX8	NP_001154351.1;
F4IEZ7	
F4IFF6	
F4IHD3	NP_178637.2;
F4IJ31	
F4IJN8	NP_001031440.1;
F4IMF2	NP_179298.2;
F4IPT1	NP_850155.1;
F4IQT0	NP_973574.1;
F4ISU2	NP_565741.4;
F4IT46	NP_973686.1;
F4IYK6	NP_001319503.1;NP_001326132.1;NP_187508.5;
F4J0D1	NP_001154651.1;
F4J2I0	NP_187609.2;
F4J359	NP_850655.1;
F4J361	NP_001078237.1;NP_190053.3;
F4J3L8	
F4J505	NP_566382.5;
F4J670	NP_001189858.1;
F4J910	NP_001319642.1;NP_001326498.1;
F4JGE0	NP_001078351.1;
F4JJW0	NP_567942.1;
F4JLV4	NP_193978.2;
F4JMY6	
F4JNB2	NP_193424.2;
F4JNB6	NP_193427.4;
F4JNB8	NP_849398.1;
F4JNB9	NP_001319971.1;
F4JPV9	NP_001154222.1;
F4JSS8	NP_001320110.1;
F4JVE9	NP_001319937.1;
F4JVS0	
F4JWL7	NP_197336.4;
F4JWL8	NP_197337.1;
F4JXC7	NP_001318842.1;NP_200791.2;NP_974964.1;
F4JYI3	NP_001330018.1;NP_198988.1;
F4JYI4	NP_001154757.1;
F4JYI5	NP_198989.2;
F4JZQ4	NP_197985.2;
F4K518	
F4K5V1	NP_198513.1;
F4K627	NP_199171.3;
F4K6X6	
F4KBS5	NP_199318.2;
F4KD45	
F4KDB8	
F4KDB9	NP_199976.2;
F4KF83	NP_195941.2;
F4KFY1	NP_198822.3;
F4KFY5	NP_198826.1;
F4KG41	NP_001330137.1;NP_199439.5;
F4KH28	NP_001031936.1;
F4KH29	NP_001119271.1;
F4KIC7	NP_197270.1;
L7Z7P4	
O03983	NP_171654.1;
O04264	
O22181	NP_565549.1;
O22727	
O23317	
O64757	
O64789	NP_176326.2;
O65507	
O65638	
O81825	
O81888	NP_195098.1;
O81889	NP_195099.1;
O82484	
P0C1T5	NP_001078561.1;
P0CAX9	NP_001031636.2;
P0CAY0	NP_001031635.5;
P0CAY1	
P0CAY2	
P0CAY3	
P0CAY4	
P0CAY5	
P0CAY7	
P0CAY8	
P0CB16	NP_193640.4;
P50699	
P50700	NP_192902.1;
P58045	NP_197878.1;
P58046	NP_197877.1;
P82620	NP_001031611.1;
P82621	NP_001031236.1;
P82622	NP_001031003.1;
P82623	NP_001031213.1;
P82625	NP_564768.1;
P82626	NP_001031214.1;
P82627	NP_001031212.1;
P82628	NP_001031324.1;
P82629	NP_974556.1;
P82630	NP_001031648.1;
P82631	NP_001030752.1;
P82632	NP_001030751.1;
P82633	NP_001031694.1;
P82634	NP_001031326.1;
P82635	NP_001031342.1;
P82636	NP_001031414.1;
P82637	NP_001031354.1;
P82638	NP_001030783.1;
P82639	NP_001031608.1;
P82640	NP_001031616.1;
P82641	NP_001031783.1;
P82642	NP_001031643.1;
P82643	NP_001031776.1;
P82644	NP_001031775.1;
P82645	NP_001031693.1;
P82646	NP_001032016.1;
P82647	
P82716	NP_001032034.1;
P82717	NP_001319894.1;
P82718	NP_001032027.1;
P82719	NP_001030763.1;
P82721	NP_001032025.1;
P82722	
P82723	NP_001030909.1;
P82724	NP_001031429.1;
P82726	NP_001031619.1;
P82727	NP_001032038.1;
P82728	NP_001031606.1;
P82729	NP_001031413.1;
P82730	NP_001031669.1;
P82731	NP_001031162.1;
P82732	NP_001030639.1;
P82733	NP_001031755.1;
P82734	NP_001032024.1;
P82735	NP_001031746.1;
P82737	NP_001031745.1;
P82739	NP_001031747.1;
P82743	NP_001031997.2;
P82744	NP_001031345.1;
P82745	NP_001030802.1;
P82746	NP_001031101.1;
P82747	NP_001031436.1;
P82748	NP_001030801.1;
P82749	NP_001031607.1;
P82750	NP_001031393.1;
P82751	NP_001031604.1;
P82752	NP_001031623.1;
P82753	NP_001031673.1;
P82754	NP_001030746.1;
P82755	NP_001031356.1;
P82756	NP_001030638.1;
P82757	NP_001030745.1;
P82758	NP_001030653.1;
P82759	NP_001030652.1;
P82760	NP_001031815.1;
P82761	NP_001032039.1;
P82762	NP_001030800.2;
P82763	NP_001030830.1;
P82764	NP_001031470.1;
P82765	NP_001031349.1;
P82766	NP_001030910.1;
P82767	NP_001030911.1;
P82768	NP_001030912.1;
P82769	NP_001030737.1;
P82770	NP_001030736.1;
P82771	NP_001031996.1;
P82772	NP_001031979.1;
P82774	NP_001031377.1;
P82775	NP_001031753.1;
P82776	NP_001031441.1;
P82777	NP_001031754.1;
P82778	NP_001031275.1;
P82779	NP_001031276.1;
P82781	
P82782	NP_001030952.1;
P82785	NP_001031460.1;
P82790	NP_001031412.1;
P82791	NP_001031319.1;
P82792	NP_001032074.1;
P82793	NP_001031355.1;
P82794	NP_567652.1;
P82795	NP_001032040.1;
Q08A62	
Q0V7P5	NP_568822.1;
Q0WN71	
Q0WNW7	NP_567223.1;
Q0WPW2	
Q0WQ10	
Q0WR54	NP_194233.1;NP_974613.1;
Q0WSE5	
Q0WTZ3	
Q0WWA7	
Q147J4	NP_567942.1;
Q1G3Y1	NP_001031218.2;
Q1H582	NP_566723.1;
Q2L6T1	NP_001032082.1;
Q2L6T3	NP_001031666.1;
Q2L6T6	NP_001031039.1;
Q2V2Q4	NP_001031309.1;
Q2V2Q8	NP_001031138.4 [Q2V2Q8-1];
Q2V2S1	NP_001032063.1;
Q2V2S9	NP_001031395.1;
Q2V2W2	NP_001032125.1;
Q2V2W3	NP_001032124.1;
Q2V2W6	NP_001032114.1;
Q2V2W7	NP_001032113.1;
Q2V2W8	NP_001032111.1;
Q2V2Y0	NP_001032081.1;
Q2V2Y3	NP_001032077.1;
Q2V2Y6	NP_001032073.1;
Q2V2Z3	NP_001032058.1;
Q2V300	NP_001032047.1;
Q2V304	NP_001032036.1;
Q2V305	NP_001032035.1;
Q2V306	NP_001032033.1;
Q2V309	NP_001032023.1;
Q2V310	NP_001032022.1;
Q2V311	NP_001032021.1;
Q2V315	NP_001032012.2;
Q2V318	NP_001032001.1;
Q2V321	NP_001031995.1;
Q2V322	NP_001031994.1;
Q2V325	NP_001031984.1;
Q2V328	NP_001031977.1;
Q2V329	NP_001031976.1;
Q2V334	NP_001031965.1;
Q2V337	NP_001031961.1;
Q2V342	NP_001031952.1;
Q2V352	
Q2V354	NP_001031925.1;
Q2V364	NP_001031903.1;
Q2V365	NP_001031902.1;
Q2V366	NP_001031901.1;
Q2V369	NP_001031897.2 [Q2V369-2];
Q2V370	NP_001031896.1;
Q2V371	NP_001031891.1;
Q2V390	NP_001031858.1;
Q2V391	NP_001031854.1;
Q2V392	NP_001031852.1;
Q2V3D7	NP_001031742.1;
Q2V3H5	NP_001031656.1;
Q2V3H6	NP_001031655.1;
Q2V3J0	NP_001031630.1;
Q2V3J1	NP_001319926.1;
Q2V3J6	NP_001031618.1;
Q2V3K0	NP_001031613.1;
Q2V3K1	NP_001031605.1;
Q2V3K2	NP_001031603.1;
Q2V3K4	NP_001031600.1;
Q2V3K7	NP_001031595.1;
Q2V3K9	NP_001031592.1;
Q2V3L0	NP_001031591.1;
Q2V3Q1	NP_001030836.1;
Q2V3Q8	NP_001030810.1;
Q2V3R5	NP_001030797.1;
Q2V3R9	NP_001030786.1;
Q2V3S0	NP_001030785.1;
Q2V3S7	NP_001030760.1;
Q2V3S8	NP_001030759.1;
Q2V3V1	NP_001030715.1;
Q2V3W5	NP_001030686.1;
Q2V3X3	NP_001030667.1;
Q2V3Y5	NP_001030636.1;
Q2V3Y8	NP_001030632.1;
Q2V413	NP_001031522.1;
Q2V433	NP_001031473.1;
Q2V459	NP_001031411.1;
Q2V460	NP_001031410.1;
Q2V462	NP_001031408.1;
Q2V466	
Q2V467	NP_001031399.1;
Q2V468	NP_001031398.1;
Q2V470	NP_001031392.1;
Q2V472	NP_001031388.1;
Q2V476	NP_001031378.1;
Q2V477	NP_001031376.1;
Q2V483	NP_001031365.1;
Q2V485	NP_001031353.1;
Q2V488	NP_001031350.1;
Q2V493	NP_001031341.1;
Q2V4A3	NP_001031322.1;
Q2V4A4	NP_001031315.1;
Q2V4A5	NP_001031314.1;
Q2V4A6	NP_001031311.1;
Q2V4A7	NP_001031308.1;
Q2V4A8	NP_001030967.1;
Q2V4C3	NP_001031290.1;
Q2V4C4	NP_001031288.1;
Q2V4D5	NP_001031259.1;
Q2V4D6	NP_001031258.1;
Q2V4D7	NP_001031257.1;
Q2V4D9	NP_001031254.1;
Q2V4E0	NP_001031253.1;
Q2V4F0	NP_001031237.1;
Q2V4F3	NP_001031227.2;
Q2V4F4	NP_001031226.1;
Q2V4F6	NP_001031224.1;
Q2V4F7	
Q2V4G0	NP_001031216.1;
Q2V4G1	NP_001031209.1;
Q2V4G3	NP_001031204.1;
Q2V4G5	NP_001031200.1;
Q2V4G6	NP_001031198.1;
Q2V4G9	NP_001319225.1;
Q2V4H7	NP_001031163.1;
Q2V4I2	NP_001031152.1;
Q2V4I8	NP_001031142.1;
Q2V4I9	NP_001031141.1;
Q2V4J2	NP_001031134.1;
Q2V4J5	NP_001031130.1;
Q2V4J8	NP_001031123.1;
Q2V4L5	NP_001031087.1;
Q2V4N0	NP_001031052.1;
Q2V4N2	NP_001031047.1;
Q2V4N4	NP_001031041.1 [Q2V4N4-1];
Q2V4N5	NP_001031040.1;
Q2V4N6	NP_001031038.1;
Q39186	NP_179589.1;
Q39209	
Q3E6U0	NP_567655.1;
Q3E715	NP_974727.1;
Q3E7C7	NP_974325.1;
Q3E7S1	NP_973529.1;
Q3E8B0	NP_974938.1;
Q3E8I8	NP_974869.1;
Q3E8K0	NP_568576.2;
Q3E8R5	NP_680294.1;
Q3EBU2	NP_973531.1;
Q3ED38	NP_683343.1;
Q42044	
Q42330	NP_175185.1 [Q42330-1];
Q4VNZ5	NP_001031317.1;
Q4VNZ6	NP_001031316.1;
Q4VNZ8	NP_001031310.1;
Q4VNZ9	NP_001031312.1;NP_001031313.1;
Q4VP04	NP_001032020.1;
Q56XB0	NP_001030645.1;
Q56XQ5	
Q56YL9	
Q570W6	
Q67YF9	
Q67ZZ1	NP_181635.2;
Q6AWX5	NP_190821.1;
Q6DST1	NP_974086.1;
Q6NM69	NP_001330925.1;NP_199498.2;
Q6NMS3	NP_567657.1 [Q6NMS3-1];
Q6NQP4	NP_189960.2 [Q6NQP4-1];NP_974381.1 [Q6NQP4-2];
Q6NQW4	
Q6QX58	
Q6R6I3	
Q7DP63	NP_189586.1;
Q7DXC8	
Q7E0A3	
Q7E6D7	NP_191103.1;
Q7EGQ4	
Q7EHZ8	
Q7EKP6	
Q7FXX2	
Q7X6T3	NP_567654.1;
Q84TK4	NP_566382.5;
Q84WD3	
Q8GUG4	
Q8GUQ4	
Q8GX60	
Q8GXR4	NP_850000.1;
Q8GXV6	NP_850926.1;
Q8GY39	NP_850378.1;
Q8GYH9	NP_190213.2;
Q8GYM5	NP_564789.1;
Q8GYS2	NP_193451.2;
Q8H1N6	NP_001319465.1;NP_566223.1;
Q8L612	
Q8L7G7	
Q8L935	
Q8L9D9	
Q8L9Z1	NP_973574.1;
Q8LAX3	NP_569002.1;
Q8LB31	
Q8LBT4	
Q8LBV3	
Q8LC76	NP_196130.1;
Q8LCX3	NP_973768.1;
Q8LD63	NP_568224.1;
Q8LFM0	NP_567827.1;
Q8LPH7	NP_174439.2;
Q8LPI2	
Q8RXZ8	NP_187609.2;
Q8S8H3	NP_565670.1;
Q8S8H9	NP_565375.1;
Q8S9I6	
Q8VYJ6	NP_850155.1;
Q8VZ13	NP_849612.1;
Q8VZK8	
Q941R6	NP_177241.3;
Q944S4	
Q94AJ8	
Q94AZ8	NP_567653.1;
Q94BS4	
Q9C684	NP_175520.1;
Q9C8D6	
Q9C8K0	
Q9C8S6	NP_176511.1 [Q9C8S6-1];
Q9C8T9	
Q9C9P9	NP_177640.1;
Q9CAD8	
Q9CAD9	
Q9CAE0	
Q9CAK0	
Q9FF28	NP_198651.1;
Q9FFS5	NP_198970.1;
Q9FFS6	NP_198969.1;
Q9FG90	
Q9FG91	
Q9FGG5	NP_001330018.1;NP_198988.1;
Q9FGT2	
Q9FH20	
Q9FHE5	NP_199322.1;
Q9FHE8	NP_199321.1;
Q9FHE9	NP_199320.1;
Q9FHF4	NP_199463.1;
Q9FHF6	
Q9FHG0	
Q9FHI7	
Q9FHJ2	
Q9FHJ5	NP_001078717.1;NP_001332433.1;NP_001332434.1;NP_199354.3;NP_680396.1;
Q9FIA9	NP_568223.1;
Q9FII2	
Q9FIJ5	NP_199597.1;
Q9FJ65	NP_568824.1;
Q9FJG4	NP_197298.1;
Q9FK49	NP_197323.1;
Q9FKB9	
Q9FKE2	
Q9FKL1	NP_680450.1;
Q9FKM9	NP_001318694.1;NP_198650.1;
Q9FKR7	NP_001318718.1;NP_198907.1;
Q9FKU2	NP_200416.1;
Q9FKY5	NP_201398.1;
Q9FKZ2	
Q9FL35	NP_199438.1;
Q9FL73	
Q9FLB4	
Q9FLC4	NP_001318482.1;
Q9FLD4	NP_198818.1;
Q9FN83	NP_001331467.1;
Q9FNJ2	NP_197661.1;
Q9FWW9	NP_172684.1;
Q9FXA6	
Q9FXB8	
Q9LFW0	
Q9LIA2	NP_189586.1;
Q9LIP1	NP_189266.1;
Q9LJC4	NP_188745.1;
Q9LJM5	NP_188603.1;
Q9LK11	NP_189076.1;
Q9LMP6	
Q9LMX3	NP_001031043.1;
Q9LNT0	
Q9LPM7	
Q9LQB7	NP_176122.2;
Q9LS54	NP_188465.1;
Q9LSX5	NP_198990.3;NP_851117.2;
Q9LTD3	NP_566723.1;
Q9LV55	NP_189094.1;
Q9LV65	NP_199660.1;
Q9LV88	NP_569000.1;
Q9LV98	NP_201284.1;
Q9LVT1	NP_199539.1;
Q9LW09	NP_188191.1;
Q9LYI4	NP_196750.1;
Q9LZ25	NP_196092.1;
Q9M095	
Q9M0C2	
Q9M0C8	NP_194761.1;
Q9M0F1	NP_194659.2;
Q9M0F2	NP_194658.2;
Q9M0F3	NP_194657.1;
Q9M0Q5	
Q9M1P1	NP_001327594.1;NP_190049.1;NP_850654.1;
Q9M1V4	
Q9M267	NP_567123.1;
Q9M285	NP_001118772.1;NP_001326548.1;NP_001326549.1;NP_001326550.1;NP_190026.1;
Q9M2T6	NP_191103.1;
Q9M2Z5	NP_001327846.1;NP_190457.1;NP_850671.1;
Q9M386	NP_190988.1;
Q9M833	
Q9M8X8	
Q9M9M3	
Q9MAA1	
Q9S732	NP_187679.1;
Q9S9J9	NP_564844.1;
Q9SAE0	
Q9SCZ2	NP_190725.1;
Q9SHA0	
Q9SHK2	
Q9SIZ9	NP_179791.1;
Q9SJ54	NP_181140.1;
Q9SJR0	NP_181186.1;
Q9SK46	
Q9SL74	
Q9SQR1	NP_187051.3;
Q9SRD6	
Q9SRN0	NP_566396.1;
Q9SS05	NP_176760.2;
Q9SS31	NP_187630.1;
Q9SSK5	NP_177245.1;
Q9SSK7	NP_001031265.1 [Q9SSK7-1];NP_850976.1 [Q9SSK7-1];
Q9SSN6	
Q9SSR8	NP_175675.4;
Q9STE7	NP_190257.1;
Q9STW5	
Q9SUK4	NP_193425.1;
Q9SUR0	
Q9SVD4	NP_190821.1;
Q9SVY4	NP_191329.1;
Q9SW04	NP_194309.1;
Q9SW23	NP_194233.1;NP_974613.1;
Q9SW60	
Q9T048	
Q9T0E3	NP_192913.1;
Q9XI67	
Q9ZSN4	
Q9ZSN5	
Q9ZSN6	
Q9ZUP5	NP_001318248.1;NP_179534.1;
Q9ZV18	
Q9ZVC6	
Q9ZVF2	NP_565265.1;
Q9ZVX6	
X2L1V5	
X2L1V8	
X2L4T4	
X2L5P8	
X2L5Q2	
X2L5Q7	
X2L5Z3	
X2LCN0	
X2LCN4	
X2LCP1	
A0A178V900	NP_001319561.1;
A0A178WHF0	
A0A1I9LPJ0	NP_001326521.1;
A0A1I9LRL8	NP_001319465.1;NP_566223.1;
A0A1I9LTD7	NP_001327784.1;
A0A1P8AMI2	NP_001320323.1;
A0A1P8AN05	
A0A1P8AN51	
A0A1P8AN55	
A0A1P8AP86	
A0A1P8APC5	
A0A1P8APH7	NP_001320978.1;
A0A1P8AQ72	
A0A1P8AQ92	
A0A1P8AQB1	
A0A1P8AQI7	
A0A1P8AQK7	NP_001321340.1;
A0A1P8AQN5	
A0A1P8AQP9	
A0A1P8AQY6	NP_001321385.1;NP_001321386.1;
A0A1P8AR43	
A0A1P8ARZ1	
A0A1P8AS20	
A0A1P8AS68	
A0A1P8ASP5	
A0A1P8AT99	NP_001322204.1;NP_001322205.1;
A0A1P8AU71	
A0A1P8AUB8	
A0A1P8AUD0	
A0A1P8AUD3	
A0A1P8AUE3	NP_001322571.1;
A0A1P8AUG7	
A0A1P8AVK4	
A0A1P8AW70	
A0A1P8AW79	NP_001323155.1;
A0A1P8AWT5	
A0A1P8AXP3	
A0A1P8AXV2	
A0A1P8AXY0	
A0A1P8AXZ9	
A0A1P8B068	
A0A1P8B090	
A0A1P8B096	
A0A1P8B0P5	NP_001324651.1;
A0A1P8B4B5	
A0A1P8B4J8	
A0A1P8B4P0	
A0A1P8B4P3	
A0A1P8B4P4	
A0A1P8B4P8	NP_001328443.1;
A0A1P8B5C3	NP_001328661.1;
A0A1P8B6P8	NP_001329110.1;
A0A1P8B716	NP_001329222.1;
A0A1P8B723	NP_001329221.1;
A0A1P8B850	
A0A1P8B852	
A0A1P8B854	
A0A1P8B945	NP_001329871.1;NP_001329876.1;
A0A1P8B9I9	NP_001330029.1;
A0A1P8B9J0	NP_001330035.1;
A0A1P8B9J5	NP_001330031.1;NP_001330033.1;NP_001330034.1;
A0A1P8B9R8	
A0A1P8BAX9	
A0A1P8BBG0	NP_001330641.1;
A0A1P8BBS3	NP_001330750.1;NP_001330752.1;
A0A1P8BBS7	
A0A1P8BBT0	NP_001330749.1;NP_001330751.1;NP_001330753.1;NP_001330754.1;NP_001330755.1;
A0A1P8BE12	NP_001331502.1;
A0A1P8BEY3	NP_001331782.1;
A0A1P8BFW5	
A0A1P8BGG3	NP_001332264.1;
A0A1P8BGK7	
A0A1P8BGN2	
A0A1P8BGN6	
A0A1P8BGN8	
A0A1P8BGV4	
A0A1P8BGV5	
A0A1P8BGX4	
A0A221J428	
A0A221J429	
A0A221J430	
A0A221J432	
A0A221J434	
A0A221J438	
A0A2H1ZE35	NP_001318330.1;
A0A2H1ZE69	NP_001318625.1;
A0A2H1ZEN1	NP_001319992.1;
A0A2H1ZEP4	NP_001320090.1;
A0A866WLI9	
A0A866WLM1	
A0A866WME8	
A0MDV3	
A0MEP1	
A0MET7	
A0MEU2	
A0MJS8	
A0MJX0	
A2RVP5	NP_188603.1;
A2RVR2	NP_177640.1;
A3FB62	
A3FB66	
A3FB67	
A3FB70	
A3KPE7	
